wave,no,time,enemy_id,gate,lane,gold,health,time_auto_next_wave,time_show_button_next,tower_lock,rate_3_star,rate_2_star
0,0,0,26,1,0,1800,20,20,20,,18,10
0,1,0,26,1,1,,,,,,,
0,2,0,26,1,2,,,,,,,
0,3,1,0,1,0,,,,,,,
0,4,0,0,1,1,,,,,,,
0,5,0,0,1,2,,,,,,,
0,6,1,0,1,0,,,,,,,
0,7,0,0,1,1,,,,,,,
0,8,0,0,1,2,,,,,,,
0,9,1.2,26,1,0,,,,,,,
0,10,0,26,1,1,,,,,,,
0,11,0,26,1,2,,,,,,,
0,12,1,0,1,0,,,,,,,
0,13,0,0,1,1,,,,,,,
0,14,0,0,1,2,,,,,,,
0,15,1,0,1,0,,,,,,,
0,16,0,0,1,1,,,,,,,
0,17,0,0,1,2,,,,,,,
0,18,1.2,26,1,0,,,,,,,
0,19,0,26,1,1,,,,,,,
0,20,0,26,1,2,,,,,,,
0,21,1,0,1,0,,,,,,,
0,22,0,0,1,1,,,,,,,
0,23,0,0,1,2,,,,,,,
0,24,1,0,1,0,,,,,,,
0,25,0,0,1,1,,,,,,,
0,26,0,0,1,2,,,,,,,
0,0,15,27,0,0,,,,,,,
0,1,0,27,0,1,,,,,,,
0,2,0,27,0,2,,,,,,,
0,3,1,1,0,0,,,,,,,
0,4,0,1,0,1,,,,,,,
0,5,0,1,0,2,,,,,,,
0,6,1,1,0,0,,,,,,,
0,7,0,1,0,1,,,,,,,
0,8,0,1,0,2,,,,,,,
0,9,1.2,27,0,0,,,,,,,
0,10,0,27,0,1,,,,,,,
0,11,0,27,0,2,,,,,,,
0,12,1,1,0,0,,,,,,,
0,13,0,1,0,1,,,,,,,
0,14,0,1,0,2,,,,,,,
0,15,1,1,0,0,,,,,,,
0,16,0,1,0,1,,,,,,,
0,17,0,1,0,2,,,,,,,
0,18,1.2,27,0,0,,,,,,,
0,19,0,27,0,1,,,,,,,
0,20,0,27,0,2,,,,,,,
0,21,1,1,0,0,,,,,,,
0,22,0,1,0,1,,,,,,,
0,23,0,1,0,2,,,,,,,
0,24,1,1,0,0,,,,,,,
0,25,0,1,0,1,,,,,,,
0,26,0,1,0,2,,,,,,,
0,0,20,28,2,0,,,,,,,
0,1,0,28,2,1,,,,,,,
0,2,0,28,2,2,,,,,,,
0,3,1,31,2,0,,,,,,,
0,4,0,31,2,1,,,,,,,
0,5,0,31,2,2,,,,,,,
0,6,1,31,2,0,,,,,,,
0,7,0,31,2,1,,,,,,,
0,8,0,31,2,2,,,,,,,
0,9,1.2,28,2,0,,,,,,,
0,10,0,28,2,1,,,,,,,
0,11,0,28,2,2,,,,,,,
0,12,1,31,2,0,,,,,,,
0,13,0,31,2,1,,,,,,,
0,14,0,31,2,2,,,,,,,
0,15,1,31,2,0,,,,,,,
0,16,0,31,2,1,,,,,,,
0,17,0,31,2,2,,,,,,,
0,18,1.2,28,2,0,,,,,,,
0,19,0,28,2,1,,,,,,,
0,20,0,28,2,2,,,,,,,
0,21,1,31,2,0,,,,,,,
0,22,0,31,2,1,,,,,,,
0,23,0,31,2,2,,,,,,,
0,24,1,31,2,0,,,,,,,
0,25,0,31,2,1,,,,,,,
0,26,0,31,2,2,,,,,,,
1,0,0,26,0,0,,,,,,,
1,1,0,26,0,1,,,,,,,
1,2,0,26,0,2,,,,,,,
1,3,1.2,3,0,0,,,,,,,
1,4,0,3,0,1,,,,,,,
1,5,0,3,0,2,,,,,,,
1,6,1.2,0,0,0,,,,,,,
1,7,0,0,0,1,,,,,,,
1,8,0,0,0,2,,,,,,,
1,9,1.5,26,0,0,,,,,,,
1,10,0,26,0,1,,,,,,,
1,11,0,26,0,2,,,,,,,
1,12,1.2,3,0,0,,,,,,,
1,13,0,3,0,1,,,,,,,
1,14,0,3,0,2,,,,,,,
1,15,1.2,0,0,0,,,,,,,
1,16,0,0,0,1,,,,,,,
1,17,0,0,0,2,,,,,,,
1,18,1.5,26,0,0,,,,,,,
1,19,0,26,0,1,,,,,,,
1,20,0,26,0,2,,,,,,,
1,21,1.2,3,0,0,,,,,,,
1,22,0,3,0,1,,,,,,,
1,23,0,3,0,2,,,,,,,
1,24,1.2,0,0,0,,,,,,,
1,25,0,0,0,1,,,,,,,
1,26,0,0,0,2,,,,,,,
1,0,22,27,2,0,,,,,,,
1,1,0,27,2,1,,,,,,,
1,2,0,27,2,2,,,,,,,
1,3,1,10,2,0,,,,,,,
1,4,0,10,2,1,,,,,,,
1,5,0,10,2,2,,,,,,,
1,6,1,1,2,0,,,,,,,
1,7,0,1,2,1,,,,,,,
1,8,0,1,2,2,,,,,,,
1,9,1.2,27,2,0,,,,,,,
1,10,0,27,2,1,,,,,,,
1,11,0,27,2,2,,,,,,,
1,12,1,10,2,0,,,,,,,
1,13,0,10,2,1,,,,,,,
1,14,0,10,2,2,,,,,,,
1,15,1,1,2,0,,,,,,,
1,16,0,1,2,1,,,,,,,
1,17,0,1,2,2,,,,,,,
1,18,1.2,27,2,0,,,,,,,
1,19,0,27,2,1,,,,,,,
1,20,0,27,2,2,,,,,,,
1,21,1,10,2,0,,,,,,,
1,22,0,10,2,1,,,,,,,
1,23,0,10,2,2,,,,,,,
1,24,1,1,2,0,,,,,,,
1,25,0,1,2,1,,,,,,,
1,26,0,1,2,2,,,,,,,
1,0,18,28,1,0,,,,,,,
1,1,0,28,1,1,,,,,,,
1,2,0,28,1,2,,,,,,,
1,3,1,31,1,0,,,,,,,
1,4,0,31,1,1,,,,,,,
1,5,0,31,1,2,,,,,,,
1,6,1,31,1,0,,,,,,,
1,7,0,31,1,1,,,,,,,
1,8,0,31,1,2,,,,,,,
1,9,1.2,28,1,0,,,,,,,
1,10,0,28,1,1,,,,,,,
1,11,0,28,1,2,,,,,,,
1,12,1,31,1,0,,,,,,,
1,13,0,31,1,1,,,,,,,
1,14,0,31,1,2,,,,,,,
1,15,1,31,1,0,,,,,,,
1,16,0,31,1,1,,,,,,,
1,17,0,31,1,2,,,,,,,
1,18,1.2,28,1,0,,,,,,,
1,19,0,28,1,1,,,,,,,
1,20,0,28,1,2,,,,,,,
1,21,1,31,1,0,,,,,,,
1,22,0,31,1,1,,,,,,,
1,23,0,31,1,2,,,,,,,
2,0,0,5,1,1,,,,,,,
2,1,0,10,1,2,,,,,,,
2,2,2,5,1,1,,,,,,,
2,3,0,5,1,2,,,,,,,
2,4,2,10,1,1,,,,,,,
2,5,0,5,1,2,,,,,,,
2,6,2,10,1,1,,,,,,,
2,7,0,5,1,2,,,,,,,
2,8,2,10,1,1,,,,,,,
2,9,0,5,1,2,,,,,,,
2,10,2,10,1,1,,,,,,,
2,11,0,5,1,2,,,,,,,
2,12,2,10,1,1,,,,,,,
2,13,0,5,1,2,,,,,,,
2,14,2,10,1,1,,,,,,,
2,0,6,24,2,1,,,,,,,
2,1,1.5,24,2,1,,,,,,,
2,2,1.5,23,2,1,,,,,,,
2,3,1.4,24,2,0,,,,,,,
2,4,1.8,24,2,0,,,,,,,
2,5,1.5,24,2,0,,,,,,,
2,6,1.5,23,2,2,,,,,,,
2,7,1.5,24,2,2,,,,,,,
2,8,1.4,23,2,2,,,,,,,
2,9,1.8,24,2,0,,,,,,,
2,10,1.5,24,2,0,,,,,,,
2,11,1.6,23,2,0,,,,,,,
2,12,1.8,24,2,1,,,,,,,
2,13,1.5,23,2,1,,,,,,,
2,14,1,24,2,1,,,,,,,
2,0,15,28,3,0,,,,,,,
2,1,0,28,3,1,,,,,,,
2,2,0,28,3,2,,,,,,,
2,3,1,31,3,0,,,,,,,
2,4,0,31,3,1,,,,,,,
2,5,0,31,3,2,,,,,,,
2,6,2,28,3,0,,,,,,,
2,7,0,28,3,1,,,,,,,
2,8,0,28,3,2,,,,,,,
2,9,1,31,3,0,,,,,,,
2,10,0,31,3,1,,,,,,,
2,11,0,31,3,2,,,,,,,
2,12,2,28,3,0,,,,,,,
2,13,0,28,3,1,,,,,,,
2,14,0,28,3,2,,,,,,,
2,15,1,31,3,0,,,,,,,
2,16,0,31,3,1,,,,,,,
2,17,0,31,3,2,,,,,,,
2,0,20,28,0,0,,,,,,,
2,1,0,28,0,1,,,,,,,
