wave,no,time,enemy_id,gate,lane,loop,health_increment,damage_increment,armor_increment,resistance_increment,move_increment,gold,health,time_auto_next_wave,time_show_button_next
0,0,0,3,1,1,,,,,,,3000,1,20,20
0,1,1,3,1,0,,,,,,,,,,
0,2,1.4,3,1,2,,,,,,,,,,
0,3,2.7,3,1,1,,,,,,,,,,
0,4,1.7,3,1,0,,,,,,,,,,
0,5,1.7,3,1,2,,,,,,,,,,
0,6,1.7,3,1,2,,,,,,,,,,
0,7,2.2,3,1,0,,,,,,,,,,
0,8,1.5,3,1,2,,,,,,,,,,
0,9,1.5,3,1,0,,,,,,,,,,
0,10,1.8,3,1,1,,,,,,,,,,
0,11,1.8,3,1,2,,,,,,,,,,
0,12,2.2,3,1,1,,,,,,,,,,
0,13,1.7,3,1,2,,,,,,,,,,
0,14,1.5,3,1,2,,,,,,,,,,
0,0,5,4,2,1,,,,,,,,,,
0,1,2,4,2,0,,,,,,,,,,
0,2,2,4,2,2,,,,,,,,,,
0,3,2.5,4,2,0,,,,,,,,,,
0,4,2.3,4,2,1,,,,,,,,,,
0,5,2.7,6,2,1,,,,,,,,,,
0,6,2,6,2,1,,,,,,,,,,
0,7,0,6,2,0,,,,,,,,,,
0,8,2,4,2,2,,,,,,,,,,
0,9,0,4,2,1,,,,,,,,,,
0,10,2.2,6,2,2,,,,,,,,,,
0,11,1.6,4,2,0,,,,,,,,,,
0,12,2.1,6,2,0,,,,,,,,,,
1,0,0,4,3,0,,20,20,20,20,,,,,
1,1,2.3,4,3,1,,20,20,20,20,,,,,
1,2,2.3,4,3,2,,20,20,20,20,,,,,
1,3,3,6,3,0,,20,20,20,20,,,,,
1,4,2,4,3,0,,20,20,20,20,,,,,
1,5,2,6,3,2,,20,20,20,20,,,,,
1,6,2.5,4,3,1,,20,20,20,20,,,,,
1,7,1.8,6,3,1,,20,20,20,20,,,,,
1,8,0,6,3,2,,20,20,20,20,,,,,
1,9,1.8,6,3,2,,20,20,20,20,,,,,
1,10,0,6,3,0,,20,20,20,20,,,,,
1,11,1.8,6,3,2,,20,20,20,20,,,,,
1,12,0,4,3,1,,20,20,20,20,,,,,
1,13,2.5,4,3,0,,20,20,20,20,,,,,
1,14,3,4,3,0,,20,20,20,20,,,,,
1,0,4,3,1,1,,20,20,20,20,,,,,
1,1,0,3,1,0,,20,20,20,20,,,,,
1,2,3,3,1,2,,20,20,20,20,,,,,
1,3,0,3,1,1,,20,20,20,20,,,,,
1,4,3,3,1,2,,20,20,20,20,,,,,
1,5,0,3,1,0,,20,20,20,20,,,,,
1,6,3,3,1,1,,20,20,20,20,,,,,
1,7,0,3,1,0,,20,20,20,20,,,,,
1,8,3,3,1,1,,20,20,20,20,,,,,
1,9,0,3,1,2,,20,20,20,20,,,,,
1,0,4.5,10,2,2,,20,20,20,20,,,,,
