wave,no,time,enemy_id,gate,gold,health,time_auto_next_wave,time_show_button_next,tower_lock,rate_3_star,rate_2_star
0,0,0,5,1,850,20,15,15,,18,10
0,1,1.7,3,0,,,,,,,
0,2,1.7,14,0,,,,,,,
0,3,1.7,3,0,,,,,,,
0,4,1.7,14,0,,,,,,,
0,5,1.7,3,0,,,,,,,
0,6,1.7,14,0,,,,,,,
0,7,1.7,3,0,,,,,,,
0,8,1.7,14,0,,,,,,,
0,9,1.7,3,0,,,,,,,
0,10,1.7,14,0,,,,,,,
0,11,1.7,3,0,,,,,,,
0,12,1.7,14,0,,,,,,,
0,13,1.7,7,0,,,,,,,
0,14,1.7,7,0,,,,,,,
0,15,1.7,7,0,,,,,,,
0,16,1.7,7,0,,,,,,,
0,17,0,7,0,,,,,,,
0,18,1.8,7,0,,,,,,,
0,19,1.8,7,0,,,,,,,
0,20,1.8,7,0,,,,,,,
0,21,1.8,7,0,,,,,,,
0,22,1.8,7,0,,,,,,,
0,23,1.8,7,0,,,,,,,
0,24,1.8,7,0,,,,,,,
0,0,41.6,3,1,,,,,,,
0,1,1.8,4,1,,,,,,,
0,2,1.8,3,1,,,,,,,
0,3,1.8,4,1,,,,,,,
0,4,1.8,3,1,,,,,,,
0,5,1.8,6,1,,,,,,,
0,6,1.8,10,1,,,,,,,
0,7,1.8,6,1,,,,,,,
0,8,1.8,10,1,,,,,,,
0,9,1.8,6,1,,,,,,,
0,10,1.8,6,1,,,,,,,
0,11,1.8,3,1,,,,,,,
0,12,1.8,4,1,,,,,,,
0,13,1.8,3,1,,,,,,,
0,14,1.8,4,1,,,,,,,
1,0,0,3,2,,,,,,,
1,1,3,3,2,,,,,,,
1,2,3.1,3,2,,,,,,,
1,3,2.9,3,2,,,,,,,
1,4,3.4,10,2,,,,,,,
1,5,3.1,10,2,,,,,,,
1,6,3.2,10,2,,,,,,,
1,7,2.9,10,2,,,,,,,
1,0,1.4,7,3,,,,,,,
1,1,3.3,7,3,,,,,,,
1,2,2.6,7,3,,,,,,,
1,3,3.5,7,3,,,,,,,
1,4,3.3,7,3,,,,,,,
1,5,3,7,3,,,,,,,
1,6,3.2,7,3,,,,,,,
1,7,2.6,7,3,,,,,,,
1,0,22.9,5,1,,,,,,,
1,1,2.2,4,1,,,,,,,
1,2,2.2,5,1,,,,,,,
1,3,2.2,6,1,,,,,,,
1,4,2.2,5,1,,,,,,,
1,5,2.2,6,1,,,,,,,
1,6,2.2,5,1,,,,,,,
1,7,2.2,4,1,,,,,,,
1,8,2.2,5,1,,,,,,,
1,9,2.2,4,1,,,,,,,
1,10,2.2,6,1,,,,,,,
1,0,24,4,0,,,,,,,
1,1,2.2,4,0,,,,,,,
1,2,2.2,6,0,,,,,,,
1,3,2.2,6,0,,,,,,,
1,4,2.2,4,0,,,,,,,
1,5,2.2,4,0,,,,,,,
1,6,2.2,6,0,,,,,,,
1,7,2.2,6,0,,,,,,,
1,8,2.2,4,0,,,,,,,
1,9,2.2,6,0,,,,,,,
2,0,0,5,0,,,,,,,
2,1,1.4,3,0,,,,,,,
2,2,1.4,3,0,,,,,,,
2,3,1.4,3,0,,,,,,,
2,4,1.4,3,0,,,,,,,
2,5,1.4,3,0,,,,,,,
2,6,1.4,5,0,,,,,,,
2,7,1.4,10,0,,,,,,,
2,8,1.4,10,0,,,,,,,
2,9,1.4,10,0,,,,,,,
2,10,1.4,5,0,,,,,,,
2,11,1.4,10,0,,,,,,,
2,12,1.4,10,0,,,,,,,
2,0,16.8,14,3,,,,,,,
2,1,5,14,3,,,,,,,
2,2,5,14,3,,,,,,,
2,3,5,14,3,,,,,,,
2,4,5,14,3,,,,,,,
2,5,5,14,3,,,,,,,
2,6,5,14,3,,,,,,,
2,7,5,14,3,,,,,,,
2,8,2.5,5,3,,,,,,,
2,9,1.7,3,3,,,,,,,
2,10,1.7,3,3,,,,,,,
2,11,1.7,3,3,,,,,,,
2,12,1.7,3,3,,,,,,,
2,13,2,5,3,,,,,,,
2,14,2,10,3,,,,,,,
2,15,2,10,3,,,,,,,
2,16,2,10,3,,,,,,,
2,17,2,10,3,,,,,,,
2,18,2,5,3,,,,,,,
2,0,19.3,7,2,,,,,,,
2,1,5,7,2,,,,,,,
2,2,5,7,2,,,,,,,
2,3,5,7,2,,,,,,,
2,4,5,7,2,,,,,,,
2,5,5,7,2,,,,,,,
2,6,5,7,2,,,,,,,
2,7,5,7,2,,,,,,,
3,0,0,5,3,,,,,,,
3,1,25.4,14,3,,,,,,,
3,2,2.6,14,3,,,,,,,
3,3,2.6,14,3,,,,,,,
3,4,2.6,14,3,,,,,,,
3,5,2.6,14,3,,,,,,,
3,6,2.6,14,3,,,,,,,
3,7,2.6,14,3,,,,,,,
3,8,2.6,14,3,,,,,,,
3,0,1.2,4,1,,,,,,,
3,1,2.4,4,1,,,,,,,
3,2,2.4,4,1,,,,,,,
3,3,2.4,4,1,,,,,,,
3,4,2.4,4,1,,,,,,,
3,5,2.4,4,1,,,,,,,
3,6,2.2,6,1,,,,,,,
3,7,2,6,1,,,,,,,
3,8,2,6,1,,,,,,,
3,9,2,6,1,,,,,,,
3,10,2,6,1,,,,,,,
3,11,2,6,1,,,,,,,
3,0,2.4,5,2,,,,,,,
3,1,2.4,3,2,,,,,,,
3,2,2.4,3,2,,,,,,,
3,3,2.4,3,2,,,,,,,
3,4,2.4,3,2,,,,,,,
3,5,2.4,5,2,,,,,,,
3,6,2,10,2,,,,,,,
3,7,2,10,2,,,,,,,
3,8,2,10,2,,,,,,,
3,9,2,5,2,,,,,,,
3,10,2,10,2,,,,,,,
3,0,26.7,14,0,,,,,,,
3,1,2.6,14,0,,,,,,,
3,2,2.6,14,0,,,,,,,
3,3,2.6,14,0,,,,,,,
3,4,2.6,14,0,,,,,,,
3,5,2.6,14,0,,,,,,,
3,6,2.6,14,0,,,,,,,
3,7,2.6,14,0,,,,,,,
4,0,0,7,1,,,,,,,
4,1,1.2,7,1,,,,,,,
4,2,2.5,7,1,,,,,,,
4,3,1,7,1,,,,,,,
4,4,2.2,7,1,,,,,,,
4,5,1,7,1,,,,,,,
4,6,2.2,7,1,,,,,,,
4,7,1,7,1,,,,,,,
4,8,2.8,7,1,,,,,,,
4,9,1,7,1,,,,,,,
4,10,2.3,7,1,,,,,,,
4,11,1,7,1,,,,,,,
4,12,2.5,7,1,,,,,,,
4,13,1,7,1,,,,,,,
4,14,1.9,7,1,,,,,,,
4,15,2,7,1,,,,,,,
4,0,2.7,15,2,,,,,,,
4,1,3.2,15,2,,,,,,,
4,2,3.2,15,2,,,,,,,
4,3,3.8,15,2,,,,,,,
4,4,3.3,15,2,,,,,,,
4,5,3.5,15,2,,,,,,,
4,6,2,15,2,,,,,,,
4,0,25.6,5,3,,,,,,,
4,1,2,5,3,,,,,,,
4,2,2,5,3,,,,,,,
4,3,2,5,3,,,,,,,
4,4,2,5,3,,,,,,,
4,5,2,5,3,,,,,,,
4,6,2,5,3,,,,,,,
4,7,2,5,3,,,,,,,
4,8,2,5,3,,,,,,,
4,9,2,5,3,,,,,,,
4,0,26.6,4,0,,,,,,,
4,1,2,4,0,,,,,,,
4,2,2,4,0,,,,,,,
4,3,2,4,0,,,,,,,
4,4,2,6,0,,,,,,,
4,5,2,6,0,,,,,,,
4,6,2,6,0,,,,,,,
4,7,2,6,0,,,,,,,
4,8,2,6,0,,,,,,,
4,9,2,6,0,,,,,,,
5,0,0,5,0,,,,,,,
5,1,2,3,0,,,,,,,
5,2,2,10,0,,,,,,,
5,3,2,10,0,,,,,,,
5,4,2,5,0,,,,,,,
5,5,2,3,0,,,,,,,
5,6,2,10,0,,,,,,,
5,7,2,10,0,,,,,,,
5,8,2,5,0,,,,,,,
5,9,2,3,0,,,,,,,
5,10,2,10,0,,,,,,,
5,11,2,10,0,,,,,,,
