wave,no,time,enemy_id,gate,gold,health,time_auto_next_wave,time_show_button_next,tower_lock,rate_3_star,rate_2_star,min_bonus_gem,max_bonus_gem
0,0,0,0,1,1100,1,20,20,,18,10,5,10
0,1,2,0,1,,,,,,,,,
0,2,2,0,1,,,,,,,,,
0,3,2,2,1,,,,,,,,,
0,4,2,2,1,,,,,,,,,
0,5,2,2,1,,,,,,,,,
0,6,2,0,1,,,,,,,,,
0,7,2,0,1,,,,,,,,,
0,8,2,0,1,,,,,,,,,
0,9,2,1,1,,,,,,,,,
0,10,2,1,1,,,,,,,,,
0,11,2,1,1,,,,,,,,,
0,12,1.8,0,1,,,,,,,,,
0,13,1.6,0,1,,,,,,,,,
0,14,1.6,0,1,,,,,,,,,
0,15,1.6,2,1,,,,,,,,,
0,16,1.6,2,1,,,,,,,,,
0,17,1.6,2,1,,,,,,,,,
0,18,1.6,1,1,,,,,,,,,
0,19,1.6,1,1,,,,,,,,,
0,20,1.6,1,1,,,,,,,,,
0,21,1.6,2,1,,,,,,,,,
0,22,1.6,2,1,,,,,,,,,
0,23,1.6,2,1,,,,,,,,,
0,24,0.8,4,1,,,,,,,,,
0,25,1,4,1,,,,,,,,,
0,26,1,4,1,,,,,,,,,
0,27,1,4,1,,,,,,,,,
0,28,1,4,1,,,,,,,,,
0,29,1,4,1,,,,,,,,,
0,30,1,4,1,,,,,,,,,
0,31,1,4,1,,,,,,,,,
0,0,1,0,0,,,,,,,,,
0,1,2,0,0,,,,,,,,,
0,2,2,2,0,,,,,,,,,
0,3,2,2,0,,,,,,,,,
0,4,2,2,0,,,,,,,,,
0,5,2,0,0,,,,,,,,,
0,6,2,0,0,,,,,,,,,
0,7,2,0,0,,,,,,,,,
0,8,2,1,0,,,,,,,,,
0,9,2,1,0,,,,,,,,,
0,10,2,1,0,,,,,,,,,
0,11,2,1,0,,,,,,,,,
0,12,1.6,0,0,,,,,,,,,
0,13,1.6,0,0,,,,,,,,,
0,14,1.6,0,0,,,,,,,,,
0,15,1.6,2,0,,,,,,,,,
0,16,1.6,2,0,,,,,,,,,
0,17,1.6,2,0,,,,,,,,,
0,18,1.6,1,0,,,,,,,,,
0,19,1.6,1,0,,,,,,,,,
0,20,1.6,1,0,,,,,,,,,
0,21,1.6,2,0,,,,,,,,,
0,22,1.6,2,0,,,,,,,,,
0,23,1.6,2,0,,,,,,,,,
0,24,7.4,1,0,,,,,,,,,
0,25,1,1,0,,,,,,,,,
0,26,1,1,0,,,,,,,,,
0,27,1,1,0,,,,,,,,,
0,28,1,1,0,,,,,,,,,
0,29,1,1,0,,,,,,,,,
0,30,1,1,0,,,,,,,,,
0,31,0.8,1,0,,,,,,,,,
0,32,0.8,1,0,,,,,,,,,
1,0,0.8,4,0,,,,,,,,,
1,1,0.8,4,0,,,,,,,,,
1,2,0.8,4,0,,,,,,,,,
1,3,0.8,4,0,,,,,,,,,
1,4,0.8,2,0,,,,,,,,,
1,5,0.8,2,0,,,,,,,,,
1,6,0.8,2,0,,,,,,,,,
1,7,0.8,2,0,,,,,,,,,
1,8,0.8,2,0,,,,,,,,,
1,9,1,2,0,,,,,,,,,
1,10,10.4,3,0,,,,,,,,,
1,11,0.8,0,0,,,,,,,,,
1,12,0.8,3,0,,,,,,,,,
1,13,0.8,0,0,,,,,,,,,
1,14,0.8,3,0,,,,,,,,,
1,15,0.8,1,0,,,,,,,,,
1,16,0.8,1,0,,,,,,,,,
1,17,0.8,1,0,,,,,,,,,
1,18,0.8,1,0,,,,,,,,,
1,19,0.8,1,0,,,,,,,,,
1,20,0.8,1,0,,,,,,,,,
1,21,0.8,1,0,,,,,,,,,
1,22,1,3,0,,,,,,,,,
1,23,0.8,2,0,,,,,,,,,
1,24,0.8,3,0,,,,,,,,,
1,25,0.8,2,0,,,,,,,,,
1,26,0.8,3,0,,,,,,,,,
1,27,0.8,2,0,,,,,,,,,
1,28,0.8,2,0,,,,,,,,,
1,29,0.8,2,0,,,,,,,,,
1,30,0.8,2,0,,,,,,,,,
1,31,1,2,0,,,,,,,,,
1,32,0.9,2,0,,,,,,,,,
1,33,0.9,2,0,,,,,,,,,
1,34,0.9,3,0,,,,,,,,,
1,35,0.9,3,0,,,,,,,,,
1,36,0.9,3,0,,,,,,,,,
1,37,0.9,4,0,,,,,,,,,
1,38,0.9,4,0,,,,,,,,,
1,39,0.9,4,0,,,,,,,,,
1,40,0.5,6,0,,,,,,,,,
1,41,0.9,6,0,,,,,,,,,
1,42,0.9,6,0,,,,,,,,,
1,43,0.9,6,0,,,,,,,,,
1,44,0.9,6,0,,,,,,,,,
1,45,0.9,6,0,,,,,,,,,
1,46,0.9,3,0,,,,,,,,,
1,47,0.9,3,0,,,,,,,,,
1,48,0.9,3,0,,,,,,,,,
1,49,0.9,4,0,,,,,,,,,
1,50,0.9,4,0,,,,,,,,,
1,51,0.9,4,0,,,,,,,,,
1,52,1,4,0,,,,,,,,,
1,53,0.8,6,0,,,,,,,,,
1,54,0.8,6,0,,,,,,,,,
1,55,0.8,6,0,,,,,,,,,
1,56,0.8,6,0,,,,,,,,,
1,57,0.8,6,0,,,,,,,,,
1,0,8.2,1,1,,,,,,,,,
1,1,0.8,1,1,,,,,,,,,
1,2,0.8,1,1,,,,,,,,,
1,3,0.8,1,1,,,,,,,,,
1,4,0.8,1,1,,,,,,,,,
1,5,0.8,1,1,,,,,,,,,
1,6,0.8,1,1,,,,,,,,,
1,7,0.8,4,1,,,,,,,,,
1,8,0.8,4,1,,,,,,,,,
1,9,0.8,4,1,,,,,,,,,
1,10,0.8,4,1,,,,,,,,,
1,11,0.8,4,1,,,,,,,,,
1,12,0.8,4,1,,,,,,,,,
1,13,0.8,4,1,,,,,,,,,
2,0,0,3,1,,,,,,,,,
2,1,1,3,1,,,,,,,,,
2,2,1,1,1,,,,,,,,,
2,3,1,3,1,,,,,,,,,
2,4,1,3,1,,,,,,,,,
2,5,1,1,1,,,,,,,,,
2,6,1,1,1,,,,,,,,,
2,7,1,1,1,,,,,,,,,
2,8,1,0,1,,,,,,,,,
2,9,1,0,1,,,,,,,,,
2,10,1,0,1,,,,,,,,,
2,11,1,2,1,,,,,,,,,
2,12,1,2,1,,,,,,,,,
2,13,1,1,1,,,,,,,,,
2,14,1,1,1,,,,,,,,,
2,15,1,1,1,,,,,,,,,
2,16,12,3,1,,,,,,,,,
2,17,1,3,1,,,,,,,,,
2,18,0.5,3,1,,,,,,,,,
2,19,1,3,1,,,,,,,,,
2,20,1,3,1,,,,,,,,,
2,21,1,3,1,,,,,,,,,
2,22,5.3,3,1,,,,,,,,,
2,23,0.8,3,1,,,,,,,,,
2,24,0.8,3,1,,,,,,,,,
2,25,0.8,3,1,,,,,,,,,
2,26,0.8,3,1,,,,,,,,,
2,27,0.8,3,1,,,,,,,,,
2,28,4.5,3,1,,,,,,,,,
2,29,1,3,1,,,,,,,,,
2,30,1,3,1,,,,,,,,,
2,31,0.5,3,1,,,,,,,,,
2,0,0.5,3,0,,,,,,,,,
2,1,1,1,0,,,,,,,,,
2,2,1,1,0,,,,,,,,,
2,3,1,3,0,,,,,,,,,
2,4,1,3,0,,,,,,,,,
2,5,1,1,0,,,,,,,,,
2,6,1,1,0,,,,,,,,,
2,7,1,0,0,,,,,,,,,
2,8,1,0,0,,,,,,,,,
2,9,1,0,0,,,,,,,,,
2,10,1,0,0,,,,,,,,,
2,11,1,2,0,,,,,,,,,
2,12,1,2,0,,,,,,,,,
2,13,1,1,0,,,,,,,,,
2,14,1,1,0,,,,,,,,,
2,15,1,1,0,,,,,,,,,
2,16,0,4,0,,,,,,,,,
2,17,0.5,4,0,,,,,,,,,
2,18,0.5,4,0,,,,,,,,,
2,19,0.5,4,0,,,,,,,,,
2,20,0.5,4,0,,,,,,,,,
2,21,0.5,4,0,,,,,,,,,
2,22,0.5,4,0,,,,,,,,,
2,23,0.5,4,0,,,,,,,,,
2,24,0.5,4,0,,,,,,,,,
2,25,0.5,4,0,,,,,,,,,
2,26,0,2,0,,,,,,,,,
2,27,1,2,0,,,,,,,,,
2,28,1,2,0,,,,,,,,,
2,29,1,2,0,,,,,,,,,
2,30,1,2,0,,,,,,,,,
2,31,1,2,0,,,,,,,,,
2,32,1,2,0,,,,,,,,,
2,33,6,4,0,,,,,,,,,
2,34,0.8,4,0,,,,,,,,,
2,35,0.8,4,0,,,,,,,,,
2,36,0.8,4,0,,,,,,,,,
2,37,0.8,4,0,,,,,,,,,
2,38,0.8,4,0,,,,,,,,,
2,39,5,6,0,,,,,,,,,
2,40,0.5,6,0,,,,,,,,,
2,41,0.4,6,0,,,,,,,,,
2,42,0.5,6,0,,,,,,,,,
2,43,0.6,6,0,,,,,,,,,
2,44,0.5,6,0,,,,,,,,,
3,0,0,4,0,,,,,,,,,
3,1,0.4,4,0,,,,,,,,,
3,2,0.5,4,0,,,,,,,,,
3,3,0.6,4,0,,,,,,,,,
3,4,0.5,4,0,,,,,,,,,
3,5,0.7,4,0,,,,,,,,,
3,6,32.7,3,0,,,,,,,,,
3,7,1.5,3,0,,,,,,,,,
3,8,1.4,3,0,,,,,,,,,
3,9,1.3,3,0,,,,,,,,,
3,10,3,1,0,,,,,,,,,
3,11,1.2,1,0,,,,,,,,,
3,12,1.5,1,0,,,,,,,,,
3,13,1.5,1,0,,,,,,,,,
3,14,1.4,1,0,,,,,,,,,
3,15,1.3,3,0,,,,,,,,,
3,16,3,3,0,,,,,,,,,
3,17,1.2,3,0,,,,,,,,,
3,18,1.5,3,0,,,,,,,,,
3,19,3,4,0,,,,,,,,,
3,20,1,4,0,,,,,,,,,
3,21,1,4,0,,,,,,,,,
3,22,1,4,0,,,,,,,,,
3,23,1,4,0,,,,,,,,,
3,24,1,4,0,,,,,,,,,
3,25,1,4,0,,,,,,,,,
3,26,1,4,0,,,,,,,,,
3,27,1,4,0,,,,,,,,,
3,28,4.8,6,0,,,,,,,,,
3,29,0.8,4,0,,,,,,,,,
3,30,0.8,6,0,,,,,,,,,
3,31,0.8,4,0,,,,,,,,,
3,32,0.8,6,0,,,,,,,,,
3,33,0.8,4,0,,,,,,,,,
3,34,0.5,6,0,,,,,,,,,
3,35,0.8,4,0,,,,,,,,,
3,36,0.7,4,0,,,,,,,,,
3,37,0.7,4,0,,,,,,,,,
3,38,0.7,4,0,,,,,,,,,
3,39,0.7,4,0,,,,,,,,,
3,0,2.7,0,1,,,,,,,,,
3,1,0.6,0,1,,,,,,,,,
3,2,0.7,0,1,,,,,,,,,
3,3,0.6,0,1,,,,,,,,,
3,4,0.8,1,1,,,,,,,,,
3,5,0.6,1,1,,,,,,,,,
3,6,0.7,1,1,,,,,,,,,
3,7,0.6,3,1,,,,,,,,,
