wave,no,time,enemy_id,gate,lane,loop,health_increment,damage_increment,armor_increment,resistance_increment,move_increment,gold,health,time_auto_next_wave,time_show_button_next
0,0,0,0,2,-1,,,,,,,3000,1,20,20
0,1,1.5,0,2,-1,,,,,,,,,,
0,2,1.8,0,2,-1,,,,,,,,,,
0,3,2.1,2,2,-1,,,,,,,,,,
0,4,1.8,2,2,-1,,,,,,,,,,
0,5,1.7,2,2,-1,,,,,,,,,,
0,6,1.5,2,2,-1,,,,,,,,,,
0,7,1.4,0,2,-1,,,,,,,,,,
0,8,1.4,0,2,-1,,,,,,,,,,
0,9,1.6,0,2,-1,,,,,,,,,,
0,10,19.9,0,2,-1,,,,,,,,,,
0,11,1.2,0,2,-1,,,,,,,,,,
0,12,1.5,0,2,-1,,,,,,,,,,
0,13,1.6,0,2,-1,,,,,,,,,,
0,14,1.2,0,2,-1,,,,,,,,,,
0,15,1.6,0,2,-1,,,,,,,,,,
0,0,8,0,3,-1,,,,,,,,,,
0,1,1.9,0,3,-1,,,,,,,,,,
0,2,1.8,0,3,-1,,,,,,,,,,
0,3,1.5,0,3,-1,,,,,,,,,,
0,4,1.7,0,3,-1,,,,,,,,,,
0,5,1.9,2,3,-1,,,,,,,,,,
0,6,1.8,2,3,-1,,,,,,,,,,
0,7,1.5,2,3,-1,,,,,,,,,,
0,8,1.7,2,3,-1,,,,,,,,,,
0,9,1.9,2,3,-1,,,,,,,,,,
0,10,1.8,2,3,-1,,,,,,,,,,
0,11,1.5,2,3,-1,,,,,,,,,,
0,12,9,2,3,-1,,,,,,,,,,
0,13,1.5,2,3,-1,,,,,,,,,,
0,14,1.7,2,3,-1,,,,,,,,,,
0,15,1.2,2,3,-1,,,,,,,,,,
0,16,1.4,2,3,-1,,,,,,,,,,
0,17,1,0,3,-1,,,,,,,,,,
0,18,1.4,0,3,-1,,,,,,,,,,
0,19,2,0,3,-1,,,,,,,,,,
0,0,16,3,1,-1,,,,,,,,,,
0,1,1,3,1,-1,,,,,,,,,,
0,2,1,1,1,-1,,,,,,,,,,
0,3,1,3,1,-1,,,,,,,,,,
0,4,1,3,1,-1,,,,,,,,,,
0,5,1,1,1,-1,,,,,,,,,,
0,6,1,1,1,-1,,,,,,,,,,
0,7,1,1,1,-1,,,,,,,,,,
0,8,1,0,1,-1,,,,,,,,,,
0,9,1,0,1,-1,,,,,,,,,,
0,10,1,0,1,-1,,,,,,,,,,
0,11,1,2,1,-1,,,,,,,,,,
0,12,1,2,1,-1,,,,,,,,,,
0,13,1,1,1,-1,,,,,,,,,,
0,14,1,1,1,-1,,,,,,,,,,
0,15,1,1,1,-1,,,,,,,,,,
0,0,20,2,0,-1,,,,,,,,,,
0,1,0.4,2,0,-1,,,,,,,,,,
0,2,0.5,2,0,-1,,,,,,,,,,
0,3,0.6,2,0,-1,,,,,,,,,,
0,4,0.5,2,0,-1,,,,,,,,,,
0,5,0.7,2,0,-1,,,,,,,,,,
0,6,15,3,0,-1,,,,,,,,,,
0,7,1.5,3,0,-1,,,,,,,,,,
0,8,1.4,3,0,-1,,,,,,,,,,
0,9,1.3,3,0,-1,,,,,,,,,,
0,10,3,1,0,-1,,,,,,,,,,
1,0,0,4,0,-1,,20,20,20,20,,,,,
1,1,0.4,4,0,-1,,20,20,20,20,,,,,
1,2,0.5,4,0,-1,,20,20,20,20,,,,,
1,3,0.6,4,0,-1,,20,20,20,20,,,,,
1,4,0.5,4,0,-1,,20,20,20,20,,,,,
1,5,0.7,4,0,-1,,20,20,20,20,,,,,
1,6,12,3,0,-1,,20,20,20,20,,,,,
1,7,1.5,3,0,-1,,20,20,20,20,,,,,
1,8,1.4,3,0,-1,,20,20,20,20,,,,,
1,9,1.3,3,0,-1,,20,20,20,20,,,,,
1,10,3,1,0,-1,,20,20,20,20,,,,,
1,11,1.2,1,0,-1,,20,20,20,20,,,,,
1,12,1.5,1,0,-1,,20,20,20,20,,,,,
1,13,1.5,1,0,-1,,20,20,20,20,,,,,
1,14,1.4,1,0,-1,,20,20,20,20,,,,,
1,15,1.3,3,0,-1,,20,20,20,20,,,,,
1,16,3,3,0,-1,,20,20,20,20,,,,,
1,17,1.2,3,0,-1,,20,20,20,20,,,,,
1,18,1.5,3,0,-1,,20,20,20,20,,,,,
1,19,3,4,0,-1,,20,20,20,20,,,,,
1,20,1,4,0,-1,,20,20,20,20,,,,,
1,21,1,4,0,-1,,20,20,20,20,,,,,
1,22,1,6,0,-1,,20,20,20,20,,,,,
1,23,1,6,0,-1,,20,20,20,20,,,,,
1,24,1,6,0,-1,,20,20,20,20,,,,,
1,25,1,6,0,-1,,20,20,20,20,,,,,
1,26,1,6,0,-1,,20,20,20,20,,,,,
1,0,2.7,0,3,-1,,20,20,20,20,,,,,
1,1,0.6,0,3,-1,,20,20,20,20,,,,,
1,2,0.7,0,3,-1,,20,20,20,20,,,,,
1,3,0.6,0,3,-1,,20,20,20,20,,,,,
1,4,0.8,1,3,-1,,20,20,20,20,,,,,
1,5,0.6,1,3,-1,,20,20,20,20,,,,,
1,6,0.7,1,3,-1,,20,20,20,20,,,,,
1,7,0.6,3,3,-1,,20,20,20,20,,,,,
1,8,0.8,3,3,-1,,20,20,20,20,,,,,
1,9,0.6,3,3,-1,,20,20,20,20,,,,,
1,10,2,3,3,-1,,20,20,20,20,,,,,
1,11,1.1,3,3,-1,,20,20,20,20,,,,,
1,12,0.9,4,3,-1,,20,20,20,20,,,,,
1,13,1,4,3,-1,,20,20,20,20,,,,,
1,14,0.8,4,3,-1,,20,20,20,20,,,,,
1,15,1.5,4,3,-1,,20,20,20,20,,,,,
1,16,1.6,4,3,-1,,20,20,20,20,,,,,
1,17,1.8,4,3,-1,,20,20,20,20,,,,,
1,18,1,3,3,-1,,20,20,20,20,,,,,
1,19,1,3,3,-1,,20,20,20,20,,,,,
1,20,1.2,3,3,-1,,20,20,20,20,,,,,
1,21,1.5,3,3,-1,,20,20,20,20,,,,,
1,22,1.7,6,3,-1,,20,20,20,20,,,,,
1,23,1.4,6,3,-1,,20,20,20,20,,,,,
1,24,1.2,6,3,-1,,20,20,20,20,,,,,
1,25,1.5,6,3,-1,,20,20,20,20,,,,,
1,26,1.4,6,3,-1,,20,20,20,20,,,,,
2,0,0,4,0,-1,,30,30,30,30,,,,,
2,1,0.9,4,0,-1,,30,30,30,30,,,,,
2,2,0.9,4,0,-1,,30,30,30,30,,,,,
2,3,0.9,4,0,-1,,30,30,30,30,,,,,
2,4,0.9,4,0,-1,,30,30,30,30,,,,,
2,5,0.9,4,0,-1,,30,30,30,30,,,,,
2,6,0.9,4,0,-1,,30,30,30,30,,,,,
2,7,0.9,4,0,-1,,30,30,30,30,,,,,
2,8,0.9,4,0,-1,,30,30,30,30,,,,,
2,9,0.9,6,0,-1,,30,30,30,30,,,,,
2,10,0.9,6,0,-1,,30,30,30,30,,,,,
2,11,0.9,6,0,-1,,30,30,30,30,,,,,
2,12,0.9,6,0,-1,,30,30,30,30,,,,,
2,13,0.9,6,0,-1,,30,30,30,30,,,,,
2,14,0.9,6,0,-1,,30,30,30,30,,,,,
2,15,0.9,6,0,-1,,30,30,30,30,,,,,
2,16,0.9,6,0,-1,,30,30,30,30,,,,,
2,0,11.3,4,2,-1,,30,30,30,30,,,,,
2,1,0.8,6,2,-1,,30,30,30,30,,,,,
2,2,0.8,4,2,-1,,30,30,30,30,,,,,
2,3,0.8,6,2,-1,,30,30,30,30,,,,,
2,4,0.8,4,2,-1,,30,30,30,30,,,,,
2,5,0.8,6,2,-1,,30,30,30,30,,,,,
2,6,0.8,4,2,-1,,30,30,30,30,,,,,
2,7,0.8,6,2,-1,,30,30,30,30,,,,,
2,8,0.8,4,2,-1,,30,30,30,30,,,,,
2,9,0.8,6,2,-1,,30,30,30,30,,,,,
2,10,0.8,4,2,-1,,30,30,30,30,,,,,
2,11,0.8,6,2,-1,,30,30,30,30,,,,,
2,12,0.8,4,2,-1,,30,30,30,30,,,,,
2,13,0.8,6,2,-1,,30,30,30,30,,,,,
2,0,20.9,3,1,-1,,30,30,30,30,,,,,
2,1,1.5,3,1,-1,,30,30,30,30,,,,,
2,2,1.6,3,1,-1,,30,30,30,30,,,,,
2,3,1.8,3,1,-1,,30,30,30,30,,,,,
2,4,1,3,1,-1,,30,30,30,30,,,,,
2,5,1,10,1,-1,,30,30,30,30,,,,,
2,6,1.1,10,1,-1,,30,30,30,30,,,,,
2,7,1.1,10,1,-1,,30,30,30,30,,,,,
2,8,1.1,10,1,-1,,30,30,30,30,,,,,
2,9,1.1,10,1,-1,,30,30,30,30,,,,,
2,10,1.1,10,1,-1,,30,30,30,30,,,,,
2,11,14.6,4,1,-1,,30,30,30,30,,,,,
2,12,0.9,4,1,-1,,30,30,30,30,,,,,
2,13,0.9,4,1,-1,,30,30,30,30,,,,,
2,14,0.9,4,1,-1,,30,30,30,30,,,,,
2,15,0.9,4,1,-1,,30,30,30,30,,,,,
2,16,0.9,4,1,-1,,30,30,30,30,,,,,
2,17,0.9,4,1,-1,,30,30,30,30,,,,,
2,18,0.9,4,1,-1,,30,30,30,30,,,,,
2,19,2.1,1,1,-1,,30,30,30,30,,,,,
2,20,0.8,1,1,-1,,30,30,30,30,,,,,
2,21,0.8,1,1,-1,,30,30,30,30,,,,,
2,22,0.8,1,1,-1,,30,30,30,30,,,,,
2,23,0.8,1,1,-1,,30,30,30,30,,,,,
2,24,0.8,10,1,-1,,30,30,30,30,,,,,
2,25,0.8,10,1,-1,,30,30,30,30,,,,,
2,26,0.8,10,1,-1,,30,30,30,30,,,,,
2,27,0.8,10,1,-1,,30,30,30,30,,,,,
2,28,0.8,10,1,-1,,30,30,30,30,,,,,
2,29,0.8,10,1,-1,,30,30,30,30,,,,,
2,30,0.8,10,1,-1,,30,30,30,30,,,,,
3,0,0,3,3,-1,,40,40,40,40,,,,,
3,1,1,3,3,-1,,40,40,40,40,,,,,
3,2,1,3,3,-1,,40,40,40,40,,,,,
3,3,1,4,3,-1,,40,40,40,40,,,,,
3,4,1,4,3,-1,,40,40,40,40,,,,,
