wave,no,time,enemy_id,gate,gold,health,time_auto_next_wave,time_show_button_next,tower_lock,rate_3_star,rate_2_star
0,0,0,20,3,2500,1,20,20,,18,10
0,1,2.3,18,3,,,,,,,
0,2,2.3,18,3,,,,,,,
0,3,2.3,18,3,,,,,,,
0,4,2.3,18,3,,,,,,,
0,5,2.3,18,3,,,,,,,
0,6,2.3,20,3,,,,,,,
0,7,2.3,17,3,,,,,,,
0,8,2.3,17,3,,,,,,,
0,9,2.3,17,3,,,,,,,
0,10,2.3,17,3,,,,,,,
0,11,2.3,17,3,,,,,,,
0,12,2.2,17,3,,,,,,,
0,0,16,20,5,,,,,,,
0,1,2.2,18,5,,,,,,,
0,2,2.2,17,5,,,,,,,
0,3,2.5,18,5,,,,,,,
0,4,2.5,17,5,,,,,,,
0,5,2.5,20,5,,,,,,,
0,6,2.5,17,5,,,,,,,
0,7,2.5,18,5,,,,,,,
0,8,2.5,17,5,,,,,,,
0,9,2.5,18,5,,,,,,,
0,10,2.5,17,5,,,,,,,
0,0,7,20,6,,,,,,,
0,1,2,17,6,,,,,,,
0,2,2,18,6,,,,,,,
0,3,2,17,6,,,,,,,
0,4,2,18,6,,,,,,,
0,5,2,17,6,,,,,,,
0,6,2,18,6,,,,,,,
0,7,2,20,6,,,,,,,
0,8,2,18,6,,,,,,,
0,9,2,17,6,,,,,,,
0,10,2,18,6,,,,,,,
0,11,2,17,6,,,,,,,
0,12,2,18,6,,,,,,,
0,13,2,17,6,,,,,,,
0,0,0,22,2,,,,,,,
0,1,1.4,22,2,,,,,,,
0,2,1.6,22,2,,,,,,,
0,3,1.7,22,2,,,,,,,
0,4,1.4,22,2,,,,,,,
0,5,1.6,22,2,,,,,,,
0,6,1.6,22,2,,,,,,,
0,7,1.6,22,2,,,,,,,
0,8,1.6,22,2,,,,,,,
0,9,1.3,22,2,,,,,,,
0,10,1.3,22,2,,,,,,,
0,11,9,20,6,,,,,,,
0,12,1.3,15,6,,,,,,,
0,13,1.1,15,6,,,,,,,
0,14,1.1,15,6,,,,,,,
0,15,1.1,10,6,,,,,,,
0,16,1.1,10,6,,,,,,,
