wave,no,time,enemy_id,gate,gold,health,time_auto_next_wave,time_show_button_next,tower_lock,rate_3_star,rate_2_star
0,0,0,3,0,800,20,15,15,,18,10
0,1,1.5,3,0,,,,,,,
0,2,1.5,3,0,,,,,,,
0,3,5.2,3,0,,,,,,,
0,4,1.3,3,0,,,,,,,
0,5,1.3,10,0,,,,,,,
0,6,2.8,11,0,,,,,,,
0,7,3,11,0,,,,,,,
0,8,3,12,0,,,,,,,
0,9,4,11,0,,,,,,,
0,10,1,11,0,,,,,,,
0,11,1,12,0,,,,,,,
0,12,1,12,0,,,,,,,
0,13,17,7,0,,,,,,,
0,0,4.3,10,1,,,,,,,
0,1,1.3,10,1,,,,,,,
0,2,1.3,10,1,,,,,,,
0,3,5.2,11,1,,,,,,,
0,4,3,12,1,,,,,,,
0,5,3,12,1,,,,,,,
0,6,2.5,3,1,,,,,,,
0,7,1,3,1,,,,,,,
0,8,1,3,1,,,,,,,
0,9,15,7,1,,,,,,,
0,0,28.6,7,2,,,,,,,
0,1,1,7,2,,,,,,,
0,2,1,7,2,,,,,,,
0,3,1,7,2,,,,,,,
0,4,1,7,2,,,,,,,
0,5,1,7,2,,,,,,,
0,6,1,7,2,,,,,,,
0,7,1,7,2,,,,,,,
0,8,1,7,2,,,,,,,
0,9,2,7,2,,,,,,,
0,10,1,7,2,,,,,,,
0,11,1,7,2,,,,,,,
0,12,1,7,2,,,,,,,
0,13,1,7,2,,,,,,,
0,14,2,7,2,,,,,,,
0,15,1,7,2,,,,,,,
1,0,0,4,3,,,,,,,
1,1,1,4,3,,,,,,,
1,2,1,6,3,,,,,,,
1,3,1,6,3,,,,,,,
1,4,1,6,3,,,,,,,
1,5,1,4,3,,,,,,,
1,6,1,4,3,,,,,,,
1,7,1,4,3,,,,,,,
1,8,1,6,3,,,,,,,
1,9,1,6,3,,,,,,,
1,10,26.8,11,3,,,,,,,
1,11,1.2,12,3,,,,,,,
1,12,1.2,11,3,,,,,,,
1,13,1.2,11,3,,,,,,,
1,14,1.2,12,3,,,,,,,
1,15,1.2,12,3,,,,,,,
1,0,11,11,0,,,,,,,
1,1,2,12,0,,,,,,,
1,2,2,11,0,,,,,,,
1,3,2,12,0,,,,,,,
1,4,2,11,0,,,,,,,
1,5,2,12,0,,,,,,,
1,6,3,3,0,,,,,,,
1,7,1,3,0,,,,,,,
1,8,1.2,10,0,,,,,,,
1,9,1.2,10,0,,,,,,,
1,10,1.2,3,0,,,,,,,
1,11,1.2,3,0,,,,,,,
1,12,1.2,10,0,,,,,,,
1,13,1.2,10,0,,,,,,,
1,14,1.2,3,0,,,,,,,
1,15,1.2,3,0,,,,,,,
1,0,43,6,2,,,,,,,
1,1,1.2,6,2,,,,,,,
1,2,1.2,6,2,,,,,,,
1,3,1.2,4,2,,,,,,,
1,4,1.2,4,2,,,,,,,
1,5,1.2,4,2,,,,,,,
1,6,1.2,6,2,,,,,,,
1,7,1.2,6,2,,,,,,,
1,8,1.2,6,2,,,,,,,
1,9,1.2,6,2,,,,,,,
2,0,0,7,1,,,,,,,
2,1,3.1,7,1,,,,,,,
2,2,3,7,1,,,,,,,
2,3,3,7,1,,,,,,,
2,4,3,7,1,,,,,,,
2,5,25.1,4,1,,,,,,,
2,6,1,4,1,,,,,,,
2,7,1,4,1,,,,,,,
2,8,1,4,1,,,,,,,
2,9,1,4,1,,,,,,,
2,0,1.6,7,2,,,,,,,
2,1,3,7,2,,,,,,,
2,2,3,7,2,,,,,,,
2,3,3,7,2,,,,,,,
2,4,1.5,11,2,,,,,,,
2,5,3,11,2,,,,,,,
2,6,3.2,11,2,,,,,,,
2,0,13.6,12,3,,,,,,,
2,1,3,12,3,,,,,,,
2,2,3.4,12,3,,,,,,,
2,3,1.7,11,3,,,,,,,
2,4,0,4,3,,,,,,,
2,5,1,4,3,,,,,,,
2,6,1,4,3,,,,,,,
2,7,1,6,3,,,,,,,
2,8,1,6,3,,,,,,,
2,9,1,6,3,,,,,,,
2,10,1,6,3,,,,,,,
2,0,28.7,11,0,,,,,,,
