wave,no,time,enemy_id,gate,gold,health,time_auto_next_wave,time_show_button_next,tower_lock,rate_3_star,rate_2_star
0,0,0,1,1,1500,20,20,20,,18,10
0,1,2,1,1,,,,,,,
0,2,2,0,1,,,,,,,
0,3,2,2,1,,,,,,,
0,4,2,2,1,,,,,,,
0,5,2,2,1,,,,,,,
0,6,1.6,1,1,,,,,,,
0,7,1.6,0,1,,,,,,,
0,8,1.6,0,1,,,,,,,
0,9,1.6,1,1,,,,,,,
0,10,1.6,1,1,,,,,,,
0,11,1.6,1,1,,,,,,,
0,12,1.8,0,1,,,,,,,
0,13,2,0,1,,,,,,,
0,14,2,0,1,,,,,,,
0,15,2,2,1,,,,,,,
0,16,2,2,1,,,,,,,
0,17,2,2,1,,,,,,,
0,18,2,1,1,,,,,,,
0,19,2,1,1,,,,,,,
0,20,2,1,1,,,,,,,
0,21,2,2,1,,,,,,,
0,22,2,2,1,,,,,,,
0,23,2,2,1,,,,,,,
0,0,1,1,2,,,,,,,
0,1,2,0,2,,,,,,,
0,2,2,2,2,,,,,,,
0,3,2,2,2,,,,,,,
0,4,2,2,2,,,,,,,
0,5,1.8,1,2,,,,,,,
0,6,1.6,1,2,,,,,,,
0,7,1.6,0,2,,,,,,,
0,8,1.6,1,2,,,,,,,
0,9,1.6,1,2,,,,,,,
0,10,1.6,1,2,,,,,,,
0,11,1.6,1,2,,,,,,,
0,12,2,0,2,,,,,,,
0,13,2,0,2,,,,,,,
0,14,2,0,2,,,,,,,
0,15,2,2,2,,,,,,,
0,16,2,2,2,,,,,,,
0,17,2,2,2,,,,,,,
0,18,2,1,2,,,,,,,
0,19,2,1,2,,,,,,,
0,20,2,1,2,,,,,,,
0,21,2,2,2,,,,,,,
0,22,2,2,2,,,,,,,
0,23,2,2,2,,,,,,,
1,0,0,4,1,,,,,,,
1,1,1.5,4,1,,,,,,,
1,2,1.5,4,1,,,,,,,
1,3,1.5,4,1,,,,,,,
1,4,1.5,4,1,,,,,,,
1,5,1.5,4,1,,,,,,,
1,6,1.5,4,1,,,,,,,
1,7,1.5,4,1,,,,,,,
1,8,1.5,1,1,,,,,,,
1,9,1.5,1,1,,,,,,,
1,10,1.2,1,1,,,,,,,
1,11,1.5,1,1,,,,,,,
1,12,1.3,1,1,,,,,,,
1,13,1.8,1,1,,,,,,,
1,14,1.5,1,1,,,,,,,
1,15,1.6,4,1,,,,,,,
1,16,1.7,4,1,,,,,,,
1,17,1.7,4,1,,,,,,,
1,18,1.8,4,1,,,,,,,
1,19,1.6,4,1,,,,,,,
1,20,1.2,4,1,,,,,,,
1,21,1.7,4,1,,,,,,,
1,0,10.9,1,3,,,,,,,
1,1,1,1,3,,,,,,,
1,2,1,1,3,,,,,,,
1,3,1,1,3,,,,,,,
1,4,1,1,3,,,,,,,
1,5,1,1,3,,,,,,,
1,6,1.5,1,3,,,,,,,
1,7,1.2,1,3,,,,,,,
1,8,1.5,1,3,,,,,,,
1,9,1.3,4,3,,,,,,,
1,10,1.8,4,3,,,,,,,
1,11,1.5,4,3,,,,,,,
1,12,1.6,4,3,,,,,,,
1,13,1.7,2,3,,,,,,,
1,14,1.7,2,3,,,,,,,
1,15,1.8,2,3,,,,,,,
1,16,1.7,2,3,,,,,,,
1,17,1.2,2,3,,,,,,,
1,18,1,2,3,,,,,,,
2,0,0,3,4,,,,,,,
2,1,1.6,0,4,,,,,,,
2,2,1.6,3,4,,,,,,,
2,3,1.7,0,4,,,,,,,
2,4,1.5,3,4,,,,,,,
2,5,1.5,1,4,,,,,,,
2,6,1.7,1,4,,,,,,,
2,7,1.6,1,4,,,,,,,
2,8,1.8,1,4,,,,,,,
2,9,1.8,1,4,,,,,,,
2,10,1.9,1,4,,,,,,,
2,11,1.5,1,4,,,,,,,
2,12,1,3,4,,,,,,,
2,13,1.3,2,4,,,,,,,
2,14,1.5,3,4,,,,,,,
2,15,1.6,2,4,,,,,,,
2,16,1.8,3,4,,,,,,,
2,17,1.5,2,4,,,,,,,
2,18,1.7,2,4,,,,,,,
2,19,1.1,2,4,,,,,,,
2,20,1.2,2,4,,,,,,,
2,21,1,2,4,,,,,,,
2,22,1.3,2,4,,,,,,,
2,23,1.5,2,4,,,,,,,
2,24,1.6,3,4,,,,,,,
2,25,1.8,3,4,,,,,,,
2,26,1.5,3,4,,,,,,,
2,27,1.7,4,0,,,,,,,
2,28,1.1,4,0,,,,,,,
2,29,1.2,4,0,,,,,,,
2,30,1,6,0,,,,,,,
2,31,1.3,6,0,,,,,,,
2,32,1.5,6,0,,,,,,,
2,33,1.6,6,0,,,,,,,
2,34,1.8,6,0,,,,,,,
2,35,1.5,6,0,,,,,,,
2,36,1.6,3,0,,,,,,,
2,37,1.8,3,0,,,,,,,
2,38,1.5,3,0,,,,,,,
2,39,1.7,4,0,,,,,,,
2,40,1.1,4,0,,,,,,,
2,41,1.2,4,0,,,,,,,
2,42,1,4,0,,,,,,,
2,43,1.3,6,0,,,,,,,
2,44,1.5,6,0,,,,,,,
2,45,1.6,6,0,,,,,,,
2,46,1.8,6,0,,,,,,,
2,47,1.5,6,0,,,,,,,
3,0,0,3,1,,,,,,,
3,1,1,3,1,,,,,,,
3,2,0.8,3,1,,,,,,,
3,3,0.4,1,1,,,,,,,
3,4,0.8,1,1,,,,,,,
3,5,1.4,1,1,,,,,,,
3,6,3,3,1,,,,,,,
3,7,1.7,3,1,,,,,,,
3,8,1.6,3,1,,,,,,,
3,9,1.5,3,1,,,,,,,
3,10,1.9,1,1,,,,,,,
3,11,3,1,1,,,,,,,
3,12,1,1,1,,,,,,,
3,13,0.7,1,1,,,,,,,
3,14,0.8,1,1,,,,,,,
3,15,1.2,0,2,,,,,,,
3,16,1.9,0,2,,,,,,,
3,17,1.4,0,2,,,,,,,
