wave,no,time,enemy_id,gate,gold,health,time_auto_next_wave,time_show_button_next,tower_lock,rate_3_star,rate_2_star
0,0,0,0,3,1700,1,20,20,,18,10
0,1,1.5,0,3,,,,,,,
0,2,0.5,0,3,,,,,,,
0,3,1.5,1,3,,,,,,,
0,4,0.5,1,3,,,,,,,
0,5,1.5,1,3,,,,,,,
0,6,0.5,1,3,,,,,,,
0,7,1.5,0,3,,,,,,,
0,8,0.5,0,3,,,,,,,
0,9,1.5,0,3,,,,,,,
0,10,0.5,0,3,,,,,,,
0,11,2.5,6,3,,,,,,,
0,12,1,4,3,,,,,,,
0,13,3,6,3,,,,,,,
0,14,1,4,3,,,,,,,
0,15,3,6,3,,,,,,,
0,16,1,4,3,,,,,,,
0,17,3,6,3,,,,,,,
0,18,1,4,3,,,,,,,
0,19,3,6,3,,,,,,,
0,0,0.5,0,0,,,,,,,
0,1,0.5,0,0,,,,,,,
0,2,1.5,0,0,,,,,,,
0,3,0.5,0,0,,,,,,,
0,4,1.5,1,0,,,,,,,
0,5,0.5,1,0,,,,,,,
0,6,1.5,1,0,,,,,,,
0,7,0.5,1,0,,,,,,,
0,8,1.5,0,0,,,,,,,
0,9,0.5,0,0,,,,,,,
0,10,1.5,0,0,,,,,,,
0,11,1,4,0,,,,,,,
0,12,3,6,0,,,,,,,
0,13,1,4,0,,,,,,,
0,14,3,6,0,,,,,,,
0,15,1,4,0,,,,,,,
0,16,3,6,0,,,,,,,
0,17,1,4,0,,,,,,,
0,18,3,6,0,,,,,,,
0,19,1,4,0,,,,,,,
0,20,1,1,0,,,,,,,
0,21,1.3,1,0,,,,,,,
0,22,1.3,1,0,,,,,,,
0,23,1.3,0,0,,,,,,,
0,24,1.3,0,0,,,,,,,
0,25,1.3,0,0,,,,,,,
0,26,0.8,2,0,,,,,,,
0,27,1,2,0,,,,,,,
0,28,1,2,0,,,,,,,
0,29,1,2,0,,,,,,,
0,0,28.8,1,1,,,,,,,
0,1,1.3,1,1,,,,,,,
0,2,1.3,0,1,,,,,,,
0,3,1.3,0,1,,,,,,,
0,4,1.3,0,1,,,,,,,
0,5,1.3,0,1,,,,,,,
0,6,1,2,1,,,,,,,
0,7,1,2,1,,,,,,,
0,8,1,2,1,,,,,,,
0,9,1,2,1,,,,,,,
1,0,0.9,3,2,,,,,,,
1,1,1.8,10,2,,,,,,,
1,2,1.8,10,2,,,,,,,
1,3,1.8,3,2,,,,,,,
1,4,1.8,3,2,,,,,,,
1,5,1.8,10,2,,,,,,,
1,6,1.8,10,2,,,,,,,
1,7,1.8,3,2,,,,,,,
1,8,1.8,10,2,,,,,,,
1,9,1.8,10,2,,,,,,,
1,10,6.1,0,2,,,,,,,
1,11,1.6,7,2,,,,,,,
1,12,1.6,7,2,,,,,,,
1,13,1.6,0,2,,,,,,,
1,14,1.6,7,2,,,,,,,
1,15,1.6,7,2,,,,,,,
1,16,1.6,0,2,,,,,,,
1,17,1.6,7,2,,,,,,,
1,18,1.6,7,2,,,,,,,
1,0,1.8,3,1,,,,,,,
1,1,1.8,10,1,,,,,,,
1,2,1.8,10,1,,,,,,,
1,3,1.8,3,1,,,,,,,
1,4,1.8,10,1,,,,,,,
1,5,1.8,10,1,,,,,,,
1,6,1.8,3,1,,,,,,,
1,7,1.8,3,1,,,,,,,
1,8,1.8,10,1,,,,,,,
1,9,1.8,10,1,,,,,,,
1,10,4.4,0,1,,,,,,,
1,11,1.6,0,1,,,,,,,
1,12,1.6,7,1,,,,,,,
1,13,1.6,0,1,,,,,,,
1,14,1.6,0,1,,,,,,,
1,15,1.6,7,1,,,,,,,
1,16,1.6,0,1,,,,,,,
1,17,1.6,0,1,,,,,,,
1,18,1.6,7,1,,,,,,,
1,0,18,2,3,,,,,,,
1,1,0.4,2,3,,,,,,,
1,2,0.4,2,3,,,,,,,
1,3,0.4,2,3,,,,,,,
1,4,0.4,2,3,,,,,,,
1,5,0.4,2,3,,,,,,,
1,6,0.4,1,3,,,,,,,
1,7,0.4,1,3,,,,,,,
1,8,0.4,1,3,,,,,,,
1,9,0.4,1,3,,,,,,,
1,10,0.4,1,3,,,,,,,
1,11,0.4,1,3,,,,,,,
2,0,0,3,1,,,,,,,
2,1,1,3,1,,,,,,,
2,2,3,1,1,,,,,,,
2,3,1,1,1,,,,,,,
2,4,3,3,1,,,,,,,
2,5,1,2,1,,,,,,,
2,6,3,7,1,,,,,,,
2,7,1,7,1,,,,,,,
2,8,3,1,1,,,,,,,
2,9,1,1,1,,,,,,,
2,10,3,7,1,,,,,,,
2,11,1,7,1,,,,,,,
2,12,3,2,1,,,,,,,
2,13,1,2,1,,,,,,,
2,14,8.7,5,1,,,,,,,
2,15,0.5,6,1,,,,,,,
2,16,0.5,6,1,,,,,,,
2,17,0.5,6,1,,,,,,,
2,18,0.5,6,1,,,,,,,
2,19,0.5,6,1,,,,,,,
2,20,0.5,6,1,,,,,,,
2,0,2,3,2,,,,,,,
2,1,1,1,2,,,,,,,
2,2,3,3,2,,,,,,,
2,3,1,3,2,,,,,,,
2,4,3,2,2,,,,,,,
2,5,1,2,2,,,,,,,
2,6,3,7,2,,,,,,,
2,7,1,1,2,,,,,,,
2,8,3,7,2,,,,,,,
2,9,1,7,2,,,,,,,
2,10,3,2,2,,,,,,,
2,11,1,2,2,,,,,,,
2,0,25,5,3,,,,,,,
2,1,1.8,3,3,,,,,,,
2,2,1.2,3,3,,,,,,,
2,3,1.8,7,3,,,,,,,
2,4,1.8,7,3,,,,,,,
2,5,1.5,7,3,,,,,,,
2,0,26,3,0,,,,,,,
2,1,1.2,3,0,,,,,,,
2,2,1.6,7,0,,,,,,,
2,3,2.1,7,0,,,,,,,
2,4,1.5,7,0,,,,,,,
2,5,1.3,7,0,,,,,,,
2,6,3,3,0,,,,,,,
2,7,1,3,0,,,,,,,
2,8,1,3,0,,,,,,,
2,9,1,3,0,,,,,,,
2,10,1,3,0,,,,,,,
2,11,1,10,0,,,,,,,
2,12,1,10,0,,,,,,,
2,13,1,10,0,,,,,,,
2,14,1,10,0,,,,,,,
2,15,1,10,0,,,,,,,
2,16,1,10,0,,,,,,,
3,0,0,5,2,,,,,,,
3,1,0.8,6,2,,,,,,,
3,2,0.8,6,2,,,,,,,
3,3,0.8,6,2,,,,,,,
3,4,0.8,6,2,,,,,,,
3,5,0.8,6,2,,,,,,,
3,6,0.8,6,2,,,,,,,
3,7,0.8,6,2,,,,,,,
3,8,0.8,6,2,,,,,,,
3,9,0.8,6,2,,,,,,,
3,10,0.8,6,2,,,,,,,
3,11,21.2,5,2,,,,,,,
3,12,1.1,3,2,,,,,,,
3,13,3.3,10,2,,,,,,,
3,14,1.1,10,2,,,,,,,
3,15,2,10,2,,,,,,,
3,16,0.9,4,2,,,,,,,
3,17,1.1,4,2,,,,,,,
3,18,2,4,2,,,,,,,
3,19,1,4,2,,,,,,,
3,20,2.1,4,2,,,,,,,
3,21,0.4,3,2,,,,,,,
3,22,1.2,3,2,,,,,,,
3,23,1.2,7,2,,,,,,,
3,24,1.2,5,2,,,,,,,
3,25,1.2,7,2,,,,,,,
3,26,1.2,3,2,,,,,,,
3,0,8,5,3,,,,,,,
3,1,1.2,3,3,,,,,,,
3,2,1.5,3,3,,,,,,,
3,3,1.7,3,3,,,,,,,
3,4,1.2,10,3,,,,,,,
3,5,1.5,10,3,,,,,,,
3,6,1.2,10,3,,,,,,,
3,7,1,10,3,,,,,,,
3,8,1,10,3,,,,,,,
3,9,1,5,3,,,,,,,
3,10,1.1,3,3,,,,,,,
3,11,1.1,3,3,,,,,,,
3,12,1.1,3,3,,,,,,,
3,13,1.1,10,3,,,,,,,
3,14,1.1,10,3,,,,,,,
3,15,1.1,10,3,,,,,,,
3,16,1.1,10,3,,,,,,,
3,17,1.1,10,3,,,,,,,
3,18,3.3,3,3,,,,,,,
3,19,1.1,3,3,,,,,,,
3,20,2.8,10,3,,,,,,,
3,21,0.9,10,3,,,,,,,
3,22,0.9,5,3,,,,,,,
3,23,1.1,4,3,,,,,,,
3,24,1.5,4,3,,,,,,,
3,25,3,4,3,,,,,,,
3,26,0.7,4,3,,,,,,,
3,27,1.2,3,3,,,,,,,
3,28,1.2,5,3,,,,,,,
3,29,1.2,7,3,,,,,,,
3,30,1.2,7,3,,,,,,,
3,31,1.2,3,3,,,,,,,
3,32,1.2,3,3,,,,,,,
3,0,43.8,5,0,,,,,,,
3,1,1.2,3,0,,,,,,,
3,2,1.2,7,0,,,,,,,
3,3,1.2,7,0,,,,,,,
3,4,1.2,7,0,,,,,,,
3,5,1.2,3,0,,,,,,,
4,0,1,7,1,,,,,,,
4,1,2,3,1,,,,,,,
4,2,2,3,1,,,,,,,
4,3,2,10,1,,,,,,,
4,4,2,10,1,,,,,,,
4,5,2,3,1,,,,,,,
4,6,2,3,1,,,,,,,
4,7,2,10,1,,,,,,,
4,8,18.6,5,1,,,,,,,
4,9,0.6,3,1,,,,,,,
4,10,0.6,3,1,,,,,,,
4,11,0.6,3,1,,,,,,,
4,12,8,10,1,,,,,,,
4,13,0.2,10,1,,,,,,,
4,14,1.7,10,1,,,,,,,
4,15,0.2,10,1,,,,,,,
4,16,1,10,1,,,,,,,
4,17,0.2,5,1,,,,,,,
4,18,4.6,10,1,,,,,,,
4,19,0.2,10,1,,,,,,,
4,20,1.9,10,1,,,,,,,
4,21,0.2,10,1,,,,,,,
4,22,2.1,10,1,,,,,,,
4,23,0.2,10,1,,,,,,,
4,0,2,7,2,,,,,,,
4,1,1,7,2,,,,,,,
4,2,1,3,2,,,,,,,
4,3,1,3,2,,,,,,,
4,4,1,10,2,,,,,,,
4,5,1,10,2,,,,,,,
4,6,1,10,2,,,,,,,
4,7,1,10,2,,,,,,,
4,8,1,10,2,,,,,,,
4,9,1,3,2,,,,,,,
4,10,1,3,2,,,,,,,
4,11,1,3,2,,,,,,,
4,12,1,10,2,,,,,,,
4,13,1,10,2,,,,,,,
4,14,1,10,2,,,,,,,
4,0,17,10,3,,,,,,,
4,1,0,6,3,,,,,,,
4,2,1,6,3,,,,,,,
4,3,1,6,3,,,,,,,
4,4,1,6,3,,,,,,,
4,5,1,6,3,,,,,,,
4,6,1,6,3,,,,,,,
4,7,1,6,3,,,,,,,
4,8,1,6,3,,,,,,,
4,9,1,6,3,,,,,,,
4,10,1,4,3,,,,,,,
4,11,1,4,3,,,,,,,
4,12,1,4,3,,,,,,,
4,13,1,4,3,,,,,,,
4,14,1,4,3,,,,,,,
4,15,1,4,3,,,,,,,
4,16,1,4,3,,,,,,,
4,17,1,4,3,,,,,,,
4,0,36.8,3,0,,,,,,,
4,1,1.7,3,0,,,,,,,
4,2,1.7,5,0,,,,,,,
4,3,1.5,10,0,,,,,,,
4,4,0.2,10,0,,,,,,,
4,5,5.8,3,0,,,,,,,
4,6,0.2,3,0,,,,,,,
4,7,1,3,0,,,,,,,
4,8,0.2,3,0,,,,,,,
4,9,1,3,0,,,,,,,
4,10,0.2,3,0,,,,,,,
4,11,5.6,5,0,,,,,,,
4,12,1.5,3,0,,,,,,,
4,13,1.8,3,0,,,,,,,
4,14,1.5,3,0,,,,,,,
4,15,1.8,3,0,,,,,,,
4,16,1.5,5,0,,,,,,,
4,17,1.8,3,0,,,,,,,
4,18,1.5,3,0,,,,,,,
4,19,1.8,3,0,,,,,,,
4,20,1.5,5,0,,,,,,,
4,21,1.8,3,0,,,,,,,
4,22,1.5,3,0,,,,,,,
4,23,1.8,5,0,,,,,,,
4,24,1.5,10,0,,,,,,,
4,25,1.5,10,0,,,,,,,
4,26,1.4,10,0,,,,,,,
4,27,1.5,10,0,,,,,,,
4,28,1.6,10,0,,,,,,,
4,29,1.2,10,0,,,,,,,
5,0,1,5,3,,,,,,,
5,1,1.5,4,3,,,,,,,
5,2,2.6,4,3,,,,,,,
5,3,1,6,3,,,,,,,
5,4,1,6,3,,,,,,,
5,5,18.3,5,3,,,,,,,
5,6,2,10,3,,,,,,,
5,7,2,10,3,,,,,,,
5,8,2,10,3,,,,,,,
5,9,2.4,5,3,,,,,,,
5,10,1.6,3,3,,,,,,,
5,11,1.6,3,3,,,,,,,
5,12,1.6,3,3,,,,,,,
5,13,1.6,3,3,,,,,,,
