wave,no,time,enemy_id,gate,loop,health_increment,damage_increment,armor_increment,resistance_increment,move_increment,gold,health,time_auto_next_wave,time_show_button_next
0,0,0,0,1,,,,,,,1500,1,20,20
0,1,1.4,0,1,,,,,,,,,,
0,2,1.4,0,1,,,,,,,,,,
0,3,1.4,0,1,,,,,,,,,,
0,4,1.4,0,1,,,,,,,,,,
0,5,1.4,1,1,,,,,,,,,,
0,6,1.4,1,1,,,,,,,,,,
0,7,1.4,1,1,,,,,,,,,,
0,8,1.4,1,1,,,,,,,,,,
0,9,1.4,1,1,,,,,,,,,,
0,10,1.4,1,1,,,,,,,,,,
0,11,0.8,0,1,,,,,,,,,,
0,12,1.6,0,1,,,,,,,,,,
0,13,1.6,0,1,,,,,,,,,,
0,14,1.6,0,1,,,,,,,,,,
0,15,1.6,0,1,,,,,,,,,,
0,16,1.6,0,1,,,,,,,,,,
0,17,1.6,2,1,,,,,,,,,,
0,18,1.6,2,1,,,,,,,,,,
0,19,1.6,2,1,,,,,,,,,,
0,20,1.6,2,1,,,,,,,,,,
0,21,1.6,2,1,,,,,,,,,,
0,22,1.6,2,1,,,,,,,,,,
0,23,1.6,2,1,,,,,,,,,,
0,24,1.6,2,1,,,,,,,,,,
0,0,0.7,0,2,,,,,,,,,,
0,1,1.4,0,2,,,,,,,,,,
0,2,1.4,0,2,,,,,,,,,,
0,3,1.4,0,2,,,,,,,,,,
0,4,1.4,1,2,,,,,,,,,,
0,5,1.4,1,2,,,,,,,,,,
0,6,1.4,1,2,,,,,,,,,,
0,7,1.4,1,2,,,,,,,,,,
0,8,1.4,1,2,,,,,,,,,,
0,9,1.4,1,2,,,,,,,,,,
0,10,0.7,0,2,,,,,,,,,,
0,11,1.6,0,2,,,,,,,,,,
0,12,1.6,0,2,,,,,,,,,,
0,13,1.6,0,2,,,,,,,,,,
0,14,1.6,0,2,,,,,,,,,,
0,15,1.6,0,2,,,,,,,,,,
0,16,1.6,0,2,,,,,,,,,,
0,17,1.6,2,2,,,,,,,,,,
0,18,1.6,2,2,,,,,,,,,,
0,19,1.6,2,2,,,,,,,,,,
0,20,1.6,2,2,,,,,,,,,,
0,21,1.6,2,2,,,,,,,,,,
0,22,1.6,2,2,,,,,,,,,,
0,23,1.6,2,2,,,,,,,,,,
0,24,1.6,2,2,,,,,,,,,,
1,0,0,5,0,,,,,,,,,,
1,1,2.5,5,0,,,,,,,,,,
1,2,2.5,5,0,,,,,,,,,,
1,3,2.5,4,0,,,,,,,,,,
1,4,1.5,4,0,,,,,,,,,,
1,5,1.5,4,0,,,,,,,,,,
1,6,1.5,4,0,,,,,,,,,,
1,7,1.5,4,0,,,,,,,,,,
1,8,1.5,4,0,,,,,,,,,,
1,9,1.5,4,0,,,,,,,,,,
1,10,1.5,4,0,,,,,,,,,,
1,11,1.5,4,0,,,,,,,,,,
1,12,1.5,4,0,,,,,,,,,,
1,13,1.5,4,0,,,,,,,,,,
1,14,1.5,4,0,,,,,,,,,,
1,15,1.5,4,0,,,,,,,,,,
1,16,1.5,4,0,,,,,,,,,,
1,0,27,5,1,,,,,,,,,,
1,1,5,5,1,,,,,,,,,,
1,2,5,5,1,,,,,,,,,,
1,3,3.1,6,1,,,,,,,,,,
1,4,3.2,6,1,,,,,,,,,,
1,5,3.2,6,1,,,,,,,,,,
1,6,3.2,6,1,,,,,,,,,,
1,7,3.2,6,1,,,,,,,,,,
1,8,3.2,6,1,,,,,,,,,,
1,9,3.2,6,1,,,,,,,,,,
1,10,1.3,4,1,,,,,,,,,,
