wave,no,time,enemy_id,gate,lane,gold,health,time_auto_next_wave,time_show_button_next,tower_lock,rate_3_star,rate_2_star
0,0,0,28,1,0,2000,20,20,20,,18,10
0,1,0,28,1,1,,,,,,,
0,2,0,28,1,2,,,,,,,
0,3,1.2,31,1,0,,,,,,,
0,4,0,31,1,1,,,,,,,
0,5,0,31,1,2,,,,,,,
0,6,0.8,31,1,0,,,,,,,
0,7,0,31,1,1,,,,,,,
0,8,0,31,1,2,,,,,,,
0,9,2.5,28,1,0,,,,,,,
0,10,0,28,1,1,,,,,,,
0,11,0,28,1,2,,,,,,,
0,12,1.2,31,1,0,,,,,,,
0,13,0,31,1,1,,,,,,,
0,14,0,31,1,2,,,,,,,
0,15,0.8,31,1,0,,,,,,,
0,16,0,31,1,1,,,,,,,
0,17,0,31,1,2,,,,,,,
0,18,2.5,28,1,0,,,,,,,
0,19,0,28,1,1,,,,,,,
0,20,0,28,1,2,,,,,,,
0,21,1.2,31,1,0,,,,,,,
0,22,0,31,1,1,,,,,,,
0,23,0,31,1,2,,,,,,,
0,24,0.8,31,1,0,,,,,,,
0,25,0,31,1,1,,,,,,,
0,26,0,31,1,2,,,,,,,
0,27,2.5,28,1,0,,,,,,,
0,28,0,28,1,1,,,,,,,
0,29,0,28,1,2,,,,,,,
0,30,1.2,31,1,0,,,,,,,
0,31,0,31,1,1,,,,,,,
0,32,0,31,1,2,,,,,,,
0,33,0.8,31,1,0,,,,,,,
0,34,0,31,1,1,,,,,,,
0,35,0,31,1,2,,,,,,,
0,0,0,28,2,0,,,,,,,
0,1,0,28,2,1,,,,,,,
0,2,0,28,2,2,,,,,,,
0,3,1.2,31,2,0,,,,,,,
0,4,0,31,2,1,,,,,,,
0,5,0,31,2,2,,,,,,,
0,6,0.8,31,2,0,,,,,,,
0,7,0,31,2,1,,,,,,,
0,8,0,31,2,2,,,,,,,
0,9,2.5,28,2,0,,,,,,,
0,10,0,28,2,1,,,,,,,
0,11,0,28,2,2,,,,,,,
0,12,1.2,31,2,0,,,,,,,
0,13,0,31,2,1,,,,,,,
0,14,0,31,2,2,,,,,,,
0,15,0.8,31,2,0,,,,,,,
0,16,0,31,2,1,,,,,,,
0,17,0,31,2,2,,,,,,,
0,18,2.5,28,2,0,,,,,,,
0,19,0,28,2,1,,,,,,,
0,20,0,28,2,2,,,,,,,
0,21,1.2,31,2,0,,,,,,,
0,22,0,31,2,1,,,,,,,
0,23,0,31,2,2,,,,,,,
0,24,0.8,31,2,0,,,,,,,
0,25,0,31,2,1,,,,,,,
0,26,0,31,2,2,,,,,,,
0,27,2.5,28,2,0,,,,,,,
0,28,0,28,2,1,,,,,,,
0,29,0,28,2,2,,,,,,,
0,30,1.2,31,2,0,,,,,,,
0,31,0,31,2,1,,,,,,,
0,32,0,31,2,2,,,,,,,
0,33,0.8,31,2,0,,,,,,,
0,34,0,31,2,1,,,,,,,
0,35,0,31,2,2,,,,,,,
1,0,0,26,1,0,,,,,,,
1,1,0,26,1,1,,,,,,,
1,2,0,26,1,2,,,,,,,
1,3,1,0,1,0,,,,,,,
1,4,0,0,1,1,,,,,,,
1,5,0,0,1,2,,,,,,,
1,6,1,26,1,0,,,,,,,
1,7,0,26,1,1,,,,,,,
1,8,0,26,1,2,,,,,,,
1,9,1,0,1,0,,,,,,,
1,10,0,0,1,1,,,,,,,
1,11,0,0,1,2,,,,,,,
1,12,1,26,1,0,,,,,,,
1,13,0,26,1,1,,,,,,,
1,14,0,26,1,2,,,,,,,
1,15,1,0,1,0,,,,,,,
1,16,0,0,1,1,,,,,,,
1,17,0,0,1,2,,,,,,,
1,18,1,26,1,0,,,,,,,
1,19,0,26,1,1,,,,,,,
1,20,0,26,1,2,,,,,,,
1,21,1,0,1,0,,,,,,,
1,22,0,0,1,1,,,,,,,
1,23,0,0,1,2,,,,,,,
1,30,5,24,1,0,,,,,,,
1,31,0,24,1,1,,,,,,,
1,32,0,24,1,2,,,,,,,
1,33,2,24,1,0,,,,,,,
1,34,0,24,1,1,,,,,,,
1,35,0,24,1,2,,,,,,,
1,0,0,27,2,0,,,,,,,
1,1,0,27,2,1,,,,,,,
1,2,0,27,2,2,,,,,,,
1,3,1,1,2,0,,,,,,,
1,4,0,1,2,1,,,,,,,
1,5,0,1,2,2,,,,,,,
1,6,1,27,2,0,,,,,,,
1,7,0,27,2,1,,,,,,,
1,8,0,27,2,2,,,,,,,
1,9,1,1,2,0,,,,,,,
1,10,0,1,2,1,,,,,,,
1,11,0,1,2,2,,,,,,,
1,12,1,27,2,0,,,,,,,
1,13,0,27,2,1,,,,,,,
1,14,0,27,2,2,,,,,,,
1,15,1,1,2,0,,,,,,,
1,16,0,1,2,1,,,,,,,
1,17,0,1,2,2,,,,,,,
1,18,1,27,2,0,,,,,,,
1,19,0,27,2,1,,,,,,,
1,20,0,27,2,2,,,,,,,
1,21,1,1,2,0,,,,,,,
1,22,0,1,2,1,,,,,,,
1,23,0,1,2,2,,,,,,,
1,30,5,23,2,0,,,,,,,
1,31,0,23,2,1,,,,,,,
1,32,0,23,2,2,,,,,,,
1,33,2,23,2,0,,,,,,,
1,34,0,23,2,1,,,,,,,
1,35,0,23,2,2,,,,,,,
2,0,0,24,1,1,,,,,,,
2,1,2,27,1,2,,,,,,,
2,2,2,24,1,1,,,,,,,
2,3,2,27,1,2,,,,,,,
2,4,2,24,1,1,,,,,,,
2,5,2,27,1,2,,,,,,,
2,6,2,24,1,1,,,,,,,
2,7,2,27,1,2,,,,,,,
2,8,2,24,1,1,,,,,,,
2,9,2,27,1,2,,,,,,,
2,10,2,24,1,1,,,,,,,
2,11,2,27,1,2,,,,,,,
2,12,2,24,1,1,,,,,,,
2,13,2,27,1,2,,,,,,,
2,14,2,24,1,1,,,,,,,
2,15,2,27,1,2,,,,,,,
2,16,2,24,1,1,,,,,,,
2,17,2,27,1,2,,,,,,,
2,0,0,23,2,1,,,,,,,
2,1,2,26,2,2,,,,,,,
2,2,2,23,2,1,,,,,,,
2,3,2,26,2,2,,,,,,,
2,4,2,23,2,1,,,,,,,
2,5,2,26,2,2,,,,,,,
2,6,2,23,2,1,,,,,,,
2,7,2,26,2,2,,,,,,,
2,8,2,23,2,1,,,,,,,
2,9,2,26,2,2,,,,,,,
2,10,2,23,2,1,,,,,,,
2,11,2,26,2,2,,,,,,,
2,12,2,23,2,1,,,,,,,
2,13,2,26,2,2,,,,,,,
2,14,2,23,2,1,,,,,,,
2,15,2,26,2,2,,,,,,,
2,16,2,23,2,1,,,,,,,
2,17,2,26,2,2,,,,,,,
2,0,10,32,3,-1,,,,,,,
