wave,no,time,enemy_id,gate,lane,gold,health,time_auto_next_wave,time_show_button_next,tower_lock,rate_3_star,rate_2_star
0,0,0,23,0,0,2700,1,20,20,,18,10
0,1,0,23,0,1,,,,,,,
0,2,0,23,0,2,,,,,,,
0,3,1,2,0,0,,,,,,,
0,4,0,2,0,1,,,,,,,
0,5,0,2,0,2,,,,,,,
0,6,1,2,0,0,,,,,,,
0,7,0,2,0,1,,,,,,,
0,8,0,2,0,2,,,,,,,
0,9,2,23,0,0,,,,,,,
0,10,0,23,0,1,,,,,,,
0,11,0,23,0,2,,,,,,,
0,12,1,2,0,0,,,,,,,
0,13,0,2,0,1,,,,,,,
0,14,0,2,0,2,,,,,,,
0,15,1,2,0,0,,,,,,,
0,16,0,2,0,1,,,,,,,
0,17,0,2,0,2,,,,,,,
0,18,2,23,0,0,,,,,,,
0,19,0,23,0,1,,,,,,,
0,20,0,23,0,2,,,,,,,
0,21,1,2,0,0,,,,,,,
0,22,0,2,0,1,,,,,,,
0,23,0,2,0,2,,,,,,,
0,24,1,2,0,0,,,,,,,
0,25,0,2,0,1,,,,,,,
0,26,0,2,0,2,,,,,,,
0,27,2,23,0,0,,,,,,,
0,28,0,23,0,1,,,,,,,
0,29,0,23,0,2,,,,,,,
0,30,1,2,0,0,,,,,,,
0,31,0,2,0,1,,,,,,,
0,32,0,2,0,2,,,,,,,
0,33,1,2,0,0,,,,,,,
0,34,0,2,0,1,,,,,,,
0,35,0,2,0,2,,,,,,,
0,0,16,24,1,0,,,,,,,
0,1,0,24,1,1,,,,,,,
0,2,0,24,1,2,,,,,,,
0,3,1,0,1,0,,,,,,,
0,4,0,0,1,1,,,,,,,
0,5,0,0,1,2,,,,,,,
0,6,1,0,1,0,,,,,,,
0,7,0,0,1,1,,,,,,,
0,8,0,0,1,2,,,,,,,
0,9,2,24,1,0,,,,,,,
0,10,0,24,1,1,,,,,,,
0,11,0,24,1,2,,,,,,,
0,12,1,0,1,0,,,,,,,
0,13,0,0,1,1,,,,,,,
0,14,0,0,1,2,,,,,,,
0,15,1,0,1,0,,,,,,,
0,16,0,0,1,1,,,,,,,
0,17,0,0,1,2,,,,,,,
0,18,2,24,1,0,,,,,,,
0,19,0,24,1,1,,,,,,,
0,20,0,24,1,2,,,,,,,
0,21,1,0,1,0,,,,,,,
0,22,0,0,1,1,,,,,,,
