wave,no,time,enemy_id,gate,gold,health,time_auto_next_wave,time_show_button_next,tower_lock,rate_3_star,rate_2_star
0,0,0,4,1,1700,1,20,20,,18,10
0,1,0.7,4,1,,,,,,,
0,2,0.7,4,1,,,,,,,
0,3,2.8,6,1,,,,,,,
0,4,0.7,4,1,,,,,,,
0,5,0.7,4,1,,,,,,,
0,6,1,11,1,,,,,,,
0,7,1,11,1,,,,,,,
0,8,1,11,1,,,,,,,
0,9,2.7,6,1,,,,,,,
0,10,0.7,6,1,,,,,,,
0,11,0.7,6,1,,,,,,,
0,12,4.8,10,1,,,,,,,
0,13,2,10,1,,,,,,,
0,14,2,3,1,,,,,,,
0,15,1,10,1,,,,,,,
0,16,1,10,1,,,,,,,
0,17,2.4,4,1,,,,,,,
0,18,0.8,6,1,,,,,,,
0,19,2.4,4,1,,,,,,,
0,20,0.8,6,1,,,,,,,
0,21,2.4,4,1,,,,,,,
0,22,0.8,6,1,,,,,,,
0,23,0.8,4,1,,,,,,,
0,24,0,3,1,,,,,,,
0,25,1,3,1,,,,,,,
0,26,1,3,1,,,,,,,
0,27,1,3,1,,,,,,,
0,28,1,3,1,,,,,,,
0,29,1,3,1,,,,,,,
0,30,1,3,1,,,,,,,
0,31,1,3,1,,,,,,,
0,32,1,3,1,,,,,,,
0,33,1,3,1,,,,,,,
0,34,0.8,11,1,,,,,,,
0,35,1.6,11,1,,,,,,,
0,36,1.6,11,1,,,,,,,
0,37,0.8,3,1,,,,,,,
0,38,1.8,10,1,,,,,,,
0,39,1.6,3,1,,,,,,,
0,40,1.6,10,1,,,,,,,
0,41,1.6,3,1,,,,,,,
0,0,2.1,6,0,,,,,,,
0,1,0.7,6,0,,,,,,,
0,2,0.7,6,0,,,,,,,
0,3,6.1,3,0,,,,,,,
0,4,1,3,0,,,,,,,
0,5,2.8,4,0,,,,,,,
0,6,0.7,4,0,,,,,,,
0,7,0.7,4,0,,,,,,,
0,8,0.7,4,0,,,,,,,
0,9,1,3,0,,,,,,,
0,10,2,3,0,,,,,,,
0,11,2,3,0,,,,,,,
0,12,3.8,4,0,,,,,,,
0,13,0.8,6,0,,,,,,,
0,14,2.4,4,0,,,,,,,
0,15,0.8,6,0,,,,,,,
0,16,2.4,4,0,,,,,,,
0,17,0.8,6,0,,,,,,,
0,18,13,11,0,,,,,,,
0,19,1.6,11,0,,,,,,,
0,20,1.6,11,0,,,,,,,
0,21,1,3,0,,,,,,,
0,22,1.6,10,0,,,,,,,
0,23,1.6,3,0,,,,,,,
0,24,1.6,10,0,,,,,,,
0,25,1.6,3,0,,,,,,,
1,0,0.8,11,1,,,,,,,
1,1,1.6,3,1,,,,,,,
1,2,1.6,11,1,,,,,,,
1,3,1.6,3,1,,,,,,,
1,4,1.6,11,1,,,,,,,
1,5,0.8,7,1,,,,,,,
1,6,1,7,1,,,,,,,
1,7,1,7,1,,,,,,,
1,8,1,7,1,,,,,,,
1,9,1,7,1,,,,,,,
1,10,1,7,1,,,,,,,
1,11,1,7,1,,,,,,,
1,12,1,7,1,,,,,,,
1,13,1,7,1,,,,,,,
1,14,0,11,1,,,,,,,
1,15,1.8,11,1,,,,,,,
1,16,1.8,11,1,,,,,,,
1,17,16.3,4,1,,,,,,,
1,18,1,4,1,,,,,,,
1,19,1,4,1,,,,,,,
1,20,1,4,1,,,,,,,
1,21,1,4,1,,,,,,,
1,0,1.6,11,0,,,,,,,
1,1,1.6,3,0,,,,,,,
1,2,1.6,11,0,,,,,,,
1,3,1.6,3,0,,,,,,,
1,4,1.6,11,0,,,,,,,
1,5,8.9,11,0,,,,,,,
1,6,1.8,11,0,,,,,,,
1,7,1.8,11,0,,,,,,,
