wave,no,time,enemy_id,gate,lane,gold,health,time_auto_next_wave,time_show_button_next,tower_lock,rate_3_star,rate_2_star
0,0,0,26,0,0,2900,1,20,20,,18,10
0,1,0,26,0,1,,,,,,,
0,2,0,26,0,2,,,,,,,
0,3,1.2,3,0,0,,,,,,,
0,4,0,3,0,1,,,,,,,
0,5,0,3,0,2,,,,,,,
0,6,1.2,0,0,0,,,,,,,
0,7,0,0,0,1,,,,,,,
0,8,0,0,0,2,,,,,,,
0,9,1.5,26,0,0,,,,,,,
0,10,0,26,0,1,,,,,,,
0,11,0,26,0,2,,,,,,,
0,12,1.2,3,0,0,,,,,,,
0,13,0,3,0,1,,,,,,,
0,14,0,3,0,2,,,,,,,
0,15,1.2,0,0,0,,,,,,,
0,16,0,0,0,1,,,,,,,
0,17,0,0,0,2,,,,,,,
0,18,1.5,26,0,0,,,,,,,
0,19,0,26,0,1,,,,,,,
0,20,0,26,0,2,,,,,,,
0,21,1.2,3,0,0,,,,,,,
0,22,0,3,0,1,,,,,,,
0,23,0,3,0,2,,,,,,,
0,24,1.2,0,0,0,,,,,,,
0,25,0,0,0,1,,,,,,,
0,26,0,0,0,2,,,,,,,
0,27,1.5,26,0,0,,,,,,,
0,28,0,26,0,1,,,,,,,
0,29,0,26,0,2,,,,,,,
0,30,1.2,3,0,0,,,,,,,
0,31,0,3,0,1,,,,,,,
0,32,0,3,0,2,,,,,,,
0,33,1.2,0,0,0,,,,,,,
0,34,0,0,0,1,,,,,,,
0,35,0,0,0,2,,,,,,,
0,36,1.5,26,0,0,,,,,,,
0,37,0,26,0,1,,,,,,,
0,38,0,26,0,2,,,,,,,
0,39,1.2,3,0,0,,,,,,,
0,40,0,3,0,1,,,,,,,
0,41,0,3,0,2,,,,,,,
0,42,1.2,0,0,0,,,,,,,
0,43,0,0,0,1,,,,,,,
0,44,0,0,0,2,,,,,,,
0,0,22,27,2,0,,,,,,,
0,1,0,27,2,1,,,,,,,
0,2,0,27,2,2,,,,,,,
0,3,1,10,2,0,,,,,,,
0,4,0,10,2,1,,,,,,,
0,5,0,10,2,2,,,,,,,
0,6,1,1,2,0,,,,,,,
0,7,0,1,2,1,,,,,,,
0,8,0,1,2,2,,,,,,,
0,9,1.2,27,2,0,,,,,,,
0,10,0,27,2,1,,,,,,,
0,11,0,27,2,2,,,,,,,
0,12,1,10,2,0,,,,,,,
0,13,0,10,2,1,,,,,,,
0,14,0,10,2,2,,,,,,,
0,15,1,1,2,0,,,,,,,
0,16,0,1,2,1,,,,,,,
0,17,0,1,2,2,,,,,,,
0,18,1.2,27,2,0,,,,,,,
0,19,0,27,2,1,,,,,,,
0,20,0,27,2,2,,,,,,,
0,21,1,10,2,0,,,,,,,
0,22,0,10,2,1,,,,,,,
0,23,0,10,2,2,,,,,,,
0,24,1,1,2,0,,,,,,,
0,25,0,1,2,1,,,,,,,
0,26,0,1,2,2,,,,,,,
0,0,18,28,1,0,,,,,,,
0,1,0,28,1,1,,,,,,,
0,2,0,28,1,2,,,,,,,
0,3,1,31,1,0,,,,,,,
0,4,0,31,1,1,,,,,,,
0,5,0,31,1,2,,,,,,,
0,6,0.8,31,1,0,,,,,,,
0,7,0,31,1,1,,,,,,,
0,8,0,31,1,2,,,,,,,
0,9,1.2,28,1,0,,,,,,,
0,10,0,28,1,1,,,,,,,
0,11,0,28,1,2,,,,,,,
0,12,1,31,1,0,,,,,,,
0,13,0,31,1,1,,,,,,,
0,14,0,31,1,2,,,,,,,
0,15,0.8,31,1,0,,,,,,,
0,16,0,31,1,1,,,,,,,
0,17,0,31,1,2,,,,,,,
0,18,1.2,28,1,0,,,,,,,
0,19,0,28,1,1,,,,,,,
0,20,0,28,1,2,,,,,,,
0,21,1,31,1,0,,,,,,,
0,22,0,31,1,1,,,,,,,
0,23,0,31,1,2,,,,,,,
0,24,0.8,31,1,0,,,,,,,
0,25,0,31,1,1,,,,,,,
0,26,0,31,1,2,,,,,,,
1,0,0,5,1,-1,,,,,,,
1,1,1.5,10,1,-1,,,,,,,
1,2,1.5,5,1,-1,,,,,,,
1,3,1.4,10,1,-1,,,,,,,
1,4,1.8,5,1,-1,,,,,,,
1,5,1.5,5,1,-1,,,,,,,
1,6,1.5,5,1,-1,,,,,,,
1,7,1.5,10,1,-1,,,,,,,
1,8,1.5,10,1,-1,,,,,,,
1,9,1.5,5,1,-1,,,,,,,
1,10,1.4,5,1,-1,,,,,,,
1,11,1.8,10,1,-1,,,,,,,
1,12,1.5,5,1,-1,,,,,,,
1,13,1.5,10,1,-1,,,,,,,
1,14,1.5,5,1,-1,,,,,,,
1,15,1.4,5,1,-1,,,,,,,
1,16,1.8,10,1,-1,,,,,,,
1,17,1.5,10,1,-1,,,,,,,
1,18,1.6,5,1,-1,,,,,,,
1,19,1.8,5,1,-1,,,,,,,
1,20,1.8,10,1,-1,,,,,,,
1,21,1.5,10,1,-1,,,,,,,
1,22,1.6,5,1,-1,,,,,,,
1,23,1.8,5,1,-1,,,,,,,
1,24,1.8,10,1,-1,,,,,,,
1,25,1.5,10,1,-1,,,,,,,
1,26,1.6,5,1,-1,,,,,,,
1,27,1.8,5,1,-1,,,,,,,
1,0,15,24,2,1,,,,,,,
1,1,1.5,24,2,1,,,,,,,
1,2,1.5,24,2,1,,,,,,,
1,3,1.4,24,2,0,,,,,,,
1,4,1.8,24,2,0,,,,,,,
1,5,1.5,24,2,0,,,,,,,
1,6,1.5,24,2,2,,,,,,,
1,7,1.5,24,2,2,,,,,,,
1,8,1.4,24,2,2,,,,,,,
1,9,1.8,24,2,0,,,,,,,
1,10,1.5,24,2,0,,,,,,,
1,11,1.6,24,2,0,,,,,,,
1,12,1.8,24,2,1,,,,,,,
1,13,1.5,24,2,1,,,,,,,
1,14,1,24,2,1,,,,,,,
1,15,1.8,24,2,0,,,,,,,
1,16,1.5,24,2,0,,,,,,,
1,17,1.6,24,2,0,,,,,,,
1,18,1.5,24,2,2,,,,,,,
1,19,1.5,24,2,2,,,,,,,
1,20,1.4,24,2,2,,,,,,,
1,21,1.8,24,2,0,,,,,,,
1,22,1.5,24,2,0,,,,,,,
1,23,1.6,24,2,0,,,,,,,
1,24,1.8,24,2,1,,,,,,,
1,25,1.5,24,2,1,,,,,,,
1,26,1,24,2,1,,,,,,,
1,0,25,28,3,0,,,,,,,
1,1,0,28,3,1,,,,,,,
1,2,0,28,3,2,,,,,,,
1,3,1,31,3,0,,,,,,,
1,4,0,31,3,1,,,,,,,
1,5,0,31,3,2,,,,,,,
1,6,1,31,3,0,,,,,,,
1,7,0,31,3,1,,,,,,,
1,8,0,31,3,2,,,,,,,
1,9,1.2,28,3,0,,,,,,,
1,10,0,28,3,1,,,,,,,
1,11,0,28,3,2,,,,,,,
1,12,1,31,3,0,,,,,,,
1,13,0,31,3,1,,,,,,,
1,14,0,31,3,2,,,,,,,
1,15,1,31,3,0,,,,,,,
1,16,0,31,3,1,,,,,,,
1,17,0,31,3,2,,,,,,,
1,18,1.2,28,3,0,,,,,,,
1,19,0,28,3,1,,,,,,,
1,20,0,28,3,2,,,,,,,
1,21,1,31,3,0,,,,,,,
1,22,0,31,3,1,,,,,,,
1,23,0,31,3,2,,,,,,,
1,24,1,31,3,0,,,,,,,
1,25,0,31,3,1,,,,,,,
1,26,0,31,3,2,,,,,,,
2,0,0,24,1,-1,,,,,,,
2,1,1.5,24,1,-1,,,,,,,
2,2,1.5,24,1,-1,,,,,,,
2,3,1.4,24,1,-1,,,,,,,
2,4,1.8,24,1,-1,,,,,,,
2,5,1.5,24,1,-1,,,,,,,
2,6,1.5,24,1,-1,,,,,,,
2,7,1.5,24,1,-1,,,,,,,
2,8,1.4,24,1,-1,,,,,,,
2,9,1.8,24,1,-1,,,,,,,
2,10,1.5,24,1,-1,,,,,,,
2,11,1.6,24,1,-1,,,,,,,
2,12,1.8,24,1,-1,,,,,,,
2,13,1.5,24,1,-1,,,,,,,
2,14,1.5,24,1,-1,,,,,,,
2,15,1.8,24,1,-1,,,,,,,
2,16,1.5,24,1,-1,,,,,,,
2,17,1.6,24,1,-1,,,,,,,
2,18,1.8,24,1,-1,,,,,,,
2,19,1.5,24,1,-1,,,,,,,
2,20,1.5,24,1,-1,,,,,,,
2,0,0,23,2,-1,,,,,,,
2,1,1.8,23,2,-1,,,,,,,
2,2,1.5,23,2,-1,,,,,,,
2,3,1.5,23,2,-1,,,,,,,
2,4,1.5,23,2,-1,,,,,,,
2,5,1.4,23,2,-1,,,,,,,
2,6,1.8,23,2,-1,,,,,,,
2,7,1.5,23,2,-1,,,,,,,
2,8,1.4,23,2,-1,,,,,,,
2,9,1.8,23,2,-1,,,,,,,
2,10,1.5,23,2,-1,,,,,,,
2,11,1.6,23,2,-1,,,,,,,
2,12,1.8,23,2,-1,,,,,,,
2,13,1.5,23,2,-1,,,,,,,
2,14,1.5,23,2,-1,,,,,,,
2,15,1.8,23,2,-1,,,,,,,
2,16,1.5,23,2,-1,,,,,,,
2,17,1.6,23,2,-1,,,,,,,
